timestamp,rmssd,coverage,low_frequency,high_frequency
2022-08-27T00:45:00,23.899,0.864,607.683,125.767
2022-08-27T00:50:00,25.467,0.867,585.245,172.759
2022-08-27T00:55:00,26.333,0.755,1691.405,122.491
2022-08-27T01:00:00,28.692,0.92,1430.781,120.709
2022-08-27T01:05:00,22.637,0.984,1038.807,94.311
2022-08-27T01:10:00,21.601,0.952,951.093,75.6
2022-08-27T01:15:00,19.512,0.987,837.577,103.891
2022-08-27T01:20:00,18.103,1.003,690.038,89.452
2022-08-27T01:25:00,16.752,0.998,305.784,72.06
2022-08-27T01:30:00,16.691,1.003,196.894,78.587
2022-08-27T01:35:00,14.611,1.003,298.758,52.66
2022-08-27T01:40:00,13.583,1.001,157.946,43.697
2022-08-27T01:45:00,13.891,1.001,107.904,52.119
2022-08-27T01:50:00,12.597,1.003,177.783,59.873
2022-08-27T01:55:00,17.012,0.945,811.598,42.469
2022-08-27T02:00:00,19.057,0.951,1087.586,53.157
2022-08-27T02:05:00,20.355,0.956,961.649,64.897
2022-08-27T02:10:00,17.359,1.002,531.322,59.521
2022-08-27T02:15:00,16.959,1.003,923.657,63.54
2022-08-27T02:20:00,15.075,0.987,448.736,45.935
2022-08-27T02:25:00,15.511,0.994,736.993,37.652
2022-08-27T02:30:00,15.45,0.859,1289.494,39.326
2022-08-27T02:35:00,10.318,0.978,410.337,22.62
2022-08-27T02:40:00,10.291,1.0,123.54,17.787
2022-08-27T02:45:00,12.122,0.989,476.429,28.448
2022-08-27T02:50:00,11.116,0.989,219.552,20.874
2022-08-27T02:55:00,15.887,0.951,680.544,60.644
2022-08-27T03:00:00,18.109,1.002,356.207,94.279
2022-08-27T03:05:00,21.274,0.976,1463.247,122.079
2022-08-27T03:10:00,23.693,0.888,1750.428,84.815
2022-08-27T03:15:00,22.871,0.936,885.1,129.133
2022-08-27T03:20:00,24.932,0.976,1165.246,156.437
2022-08-27T03:25:00,28.368,0.885,1578.201,149.212
2022-08-27T03:30:00,25.204,0.931,684.964,131.426
2022-08-27T03:35:00,28.828,0.846,1238.512,122.223
2022-08-27T03:40:00,26.574,0.886,949.471,131.562
2022-08-27T03:45:00,31.258,0.94,1950.09,174.913
2022-08-27T03:50:00,29.654,0.92,3121.468,164.17
2022-08-27T03:55:00,29.376,0.946,3211.632,468.713
2022-08-27T04:00:00,28.197,0.96,3030.262,145.559
2022-08-27T04:05:00,30.013,0.884,1817.994,117.378
2022-08-27T04:10:00,27.542,0.967,1598.124,144.79
2022-08-27T04:15:00,26.538,0.942,1554.55,154.055
2022-08-27T04:20:00,24.917,0.914,1442.238,100.868
