timestamp,mean_dba,max_dba,min_dba,events_number,snoring_events_number,snore_label,sample_duration
2023-08-09T00:00:00,30,43,29,0,0,0,30
2023-08-09T00:00:30,30,36,29,0,0,0,30
2023-08-09T00:01:00,30,37,29,0,0,0,30
2023-08-09T00:01:30,30,47,29,0,0,0,30
2023-08-09T00:02:00,30,35,29,0,0,0,30
2023-08-09T00:02:30,30,32,29,0,0,0,30
2023-08-09T00:03:00,30,30,29,0,0,0,30
2023-08-09T00:03:30,30,30,29,0,0,0,30
2023-08-09T00:04:00,30,46,29,0,0,0,30
2023-08-09T00:04:30,30,31,29,0,0,0,30
2023-08-09T00:05:00,30,31,29,0,0,0,30
2023-08-09T00:05:30,30,35,29,0,0,0,30
2023-08-09T00:06:00,30,34,29,0,0,0,30
2023-08-09T00:06:30,30,37,29,2,0,0,30
2023-08-09T00:07:00,30,32,29,0,0,0,30
2023-08-09T00:07:30,30,32,29,0,0,0,30
2023-08-09T00:08:00,34,51,29,0,0,0,30
2023-08-09T00:08:30,52,70,29,2,0,0,30
2023-08-09T00:09:00,30,34,29,0,0,0,30
2023-08-09T00:09:30,30,33,29,0,0,0,30
2023-08-09T00:10:00,30,32,29,0,0,0,30
2023-08-09T00:10:30,30,31,29,0,0,0,30
2023-08-09T00:11:00,30,31,29,0,0,0,30
2023-08-09T00:11:30,50,67,29,4,2,1,30
2023-08-09T00:12:00,31,37,30,2,1,0,30
2023-08-09T00:12:30,32,49,30,2,2,1,30
2023-08-09T00:13:00,31,44,29,1,1,0,30
2023-08-09T00:13:30,30,34,29,0,0,0,30
2023-08-09T00:14:00,30,32,29,0,0,0,30
2023-08-09T00:14:30,31,47,29,0,0,0,30
2023-08-09T00:15:00,30,32,30,0,0,0,30
2023-08-09T00:15:30,30,33,29,0,0,0,30
2023-08-09T00:16:00,30,35,29,2,0,0,30
2023-08-09T00:16:30,30,31,29,0,0,0,30
2023-08-09T00:17:00,30,32,29,0,0,0,30
2023-08-09T00:17:30,31,47,29,1,0,0,30
2023-08-09T00:18:00,30,31,29,0,0,0,30
2023-08-09T00:18:30,30,39,29,0,0,0,30
2023-08-09T00:19:00,30,31,29,0,0,0,30
2023-08-09T00:19:30,30,31,29,0,0,0,30
2023-08-09T00:20:00,30,31,29,0,0,0,30
2023-08-09T00:20:30,30,33,29,0,0,0,30
2023-08-09T00:21:00,30,44,29,0,0,0,30
2023-08-09T00:21:30,30,32,29,0,0,0,30
2023-08-09T00:22:00,30,31,29,0,0,0,30
2023-08-09T00:22:30,30,41,29,1,1,0,30
2023-08-09T00:23:00,30,31,29,0,0,0,30
2023-08-09T00:23:30,30,35,29,0,0,0,30
2023-08-09T00:24:00,52,67,29,2,0,0,30
2023-08-09T00:24:30,38,53,30,0,0,0,30
2023-08-09T00:25:00,30,37,29,0,0,0,30
2023-08-09T00:25:30,31,40,29,5,0,0,30
2023-08-09T00:26:00,30,37,29,1,1,0,30
2023-08-09T00:26:30,30,37,29,0,0,0,30
2023-08-09T00:27:00,31,38,29,0,0,0,30
2023-08-09T00:27:30,31,42,29,0,0,0,30
2023-08-09T00:28:00,32,37,29,1,0,0,30
2023-08-09T00:28:30,31,35,29,1,0,0,30
2023-08-09T00:29:00,32,38,29,0,0,0,30
2023-08-09T00:29:30,31,37,29,0,0,0,30
2023-08-09T00:30:00,31,37,29,0,0,0,30
2023-08-09T00:30:30,31,37,29,0,0,0,30
2023-08-09T00:31:00,31,36,29,0,0,0,30
2023-08-09T00:31:30,31,42,29,0,0,0,30
2023-08-09T00:32:00,32,41,29,0,0,0,30
2023-08-09T00:32:30,31,36,29,0,0,0,30
2023-08-09T00:33:00,31,35,29,0,0,0,30
2023-08-09T00:33:30,32,39,29,0,0,0,30
2023-08-09T00:34:00,31,37,29,0,0,0,30
2023-08-09T00:34:30,31,36,29,0,0,0,30
2023-08-09T00:35:00,31,35,29,0,0,0,30
2023-08-09T00:35:30,33,49,29,1,0,0,30
2023-08-09T00:36:00,32,40,29,0,0,0,30
2023-08-09T00:36:30,31,39,29,0,0,0,30
2023-08-09T00:37:00,31,36,29,0,0,0,30
2023-08-09T00:37:30,33,49,29,2,0,0,30
2023-08-09T00:38:00,31,39,29,0,0,0,30
2023-08-09T00:38:30,31,39,29,0,0,0,30
2023-08-09T00:39:00,32,38,29,0,0,0,30
2023-08-09T00:39:30,31,37,29,0,0,0,30
2023-08-09T00:40:00,33,42,29,0,0,0,30
2023-08-09T00:40:30,31,40,29,0,0,0,30
2023-08-09T00:41:00,32,40,29,0,0,0,30
2023-08-09T00:41:30,32,40,29,0,0,0,30
2023-08-09T00:42:00,31,39,29,0,0,0,30
2023-08-09T00:42:30,31,38,29,0,0,0,30
2023-08-09T00:43:00,32,39,29,0,0,0,30
2023-08-09T00:43:30,32,38,29,0,0,0,30
2023-08-09T00:44:00,32,40,30,0,0,0,30
2023-08-09T00:44:30,31,39,29,1,0,0,30
2023-08-09T00:45:00,32,41,29,4,0,0,30
2023-08-09T00:45:30,32,38,29,0,0,0,30
2023-08-09T00:46:00,32,40,29,0,0,0,30
2023-08-09T00:46:30,31,36,29,1,0,0,30
2023-08-09T00:47:00,32,45,29,1,0,0,30
2023-08-09T00:47:30,32,38,29,0,0,0,30
2023-08-09T00:48:00,32,37,29,0,0,0,30
2023-08-09T00:48:30,32,37,29,0,0,0,30
2023-08-09T00:49:00,32,40,29,0,0,0,30
2023-08-09T00:49:30,32,42,29,0,0,0,30
2023-08-09T00:50:00,31,37,29,1,0,0,30
2023-08-09T00:50:30,31,39,29,0,0,0,30
2023-08-09T00:51:00,32,40,30,0,0,0,30
2023-08-09T00:51:30,31,36,29,0,0,0,30
2023-08-09T00:52:00,32,38,29,0,0,0,30
2023-08-09T00:52:30,52,71,29,1,0,0,30
2023-08-09T00:53:00,37,53,29,1,0,0,30
