timestamp,mean_dba,max_dba,min_dba,events_number,snoring_events_number,snore_label,sample_duration
2023-11-13T07:33:00,51,75,29,1,0,0,30
2023-11-13T07:33:30,53,70,30,2,2,1,30
2023-11-13T07:34:00,33,47,30,6,3,1,30
2023-11-13T07:34:30,32,40,30,1,0,0,30
2023-11-13T07:35:00,32,42,29,5,2,1,30
2023-11-13T07:35:30,33,51,30,3,0,0,30
2023-11-13T07:36:00,31,40,30,10,4,1,30
2023-11-13T07:36:30,31,38,29,4,0,0,30
2023-11-13T07:37:00,31,36,29,6,3,1,30
2023-11-13T07:37:30,32,44,30,2,2,1,30
2023-11-13T07:38:00,32,42,30,0,0,0,30
2023-11-13T07:38:30,31,36,30,1,0,0,30
2023-11-13T07:39:00,31,34,30,0,0,0,30
2023-11-13T07:39:30,31,41,30,2,1,0,30
2023-11-13T07:40:00,30,33,29,0,0,0,30
2023-11-13T07:40:30,35,56,29,2,2,1,30
2023-11-13T07:41:00,32,39,30,0,0,0,30
2023-11-13T07:41:30,31,41,30,2,1,0,30
2023-11-13T07:42:00,30,33,29,0,0,0,30
2023-11-13T07:42:30,31,37,29,2,0,0,30
2023-11-13T07:43:00,38,47,30,4,4,1,30
2023-11-13T07:43:30,36,43,30,1,0,0,30
2023-11-13T07:44:00,32,39,29,0,0,0,30
2023-11-13T07:44:30,31,38,30,5,3,1,30
2023-11-13T07:45:00,34,51,29,8,1,0,30
2023-11-13T07:45:30,34,48,30,4,2,1,30
2023-11-13T07:46:00,39,57,29,2,1,0,30
2023-11-13T07:46:30,68,85,30,3,0,0,30
2023-11-13T07:47:00,36,54,30,4,1,0,30
2023-11-13T07:47:30,31,42,29,1,0,0,30
2023-11-13T07:48:00,30,32,29,0,0,0,30
2023-11-13T07:48:30,57,76,30,3,0,0,30
2023-11-13T07:49:00,43,58,29,3,1,0,30
2023-11-13T07:49:30,81,99,30,1,0,0,30
2023-11-13T07:50:00,44,62,30,6,1,0,30
2023-11-13T07:50:30,34,48,29,3,0,0,30
2023-11-13T07:51:00,37,53,30,5,0,0,30
2023-11-13T07:51:30,33,46,30,0,0,0,30
2023-11-13T07:52:00,39,56,30,5,2,1,30
2023-11-13T07:52:30,30,31,29,0,0,0,30
2023-11-13T07:53:00,44,62,30,2,0,0,30
2023-11-13T07:53:30,48,67,30,7,2,1,30
2023-11-13T07:54:00,41,52,30,5,1,0,30
2023-11-13T07:54:30,43,60,30,5,0,0,30
2023-11-13T07:55:00,55,71,31,5,1,0,30
2023-11-13T07:55:30,42,57,31,8,1,0,30
2023-11-13T07:56:00,48,64,31,9,4,1,30
2023-11-13T07:56:30,48,64,30,6,3,1,30
2023-11-13T07:57:00,35,48,30,2,1,0,30
2023-11-13T07:57:30,40,54,29,2,0,0,30
2023-11-13T07:58:00,62,81,29,10,4,1,30
2023-11-13T07:58:30,31,40,30,0,0,0,30
2023-11-13T07:59:00,47,61,30,4,0,0,30
2023-11-13T07:59:30,45,63,30,2,0,0,30
2023-11-13T08:00:00,32,36,30,0,0,0,30
2023-11-13T08:00:30,42,61,30,4,2,1,30
2023-11-13T08:01:00,31,36,30,1,0,0,30
2023-11-13T08:01:30,68,88,30,4,0,0,30
2023-11-13T08:02:00,50,66,29,2,2,1,30
2023-11-13T08:02:30,37,45,35,0,0,0,30
2023-11-13T08:03:00,58,74,35,5,1,0,30
2023-11-13T08:03:30,63,72,36,4,0,0,30
2023-11-13T08:04:00,50,66,31,4,1,0,30
2023-11-13T08:04:30,41,55,31,6,2,1,30
2023-11-13T08:05:00,68,83,29,0,0,0,30
2023-11-13T08:05:30,46,69,29,1,1,0,30
2023-11-13T08:06:00,33,51,29,1,1,0,30
2023-11-13T08:06:30,53,76,29,2,1,0,30
2023-11-13T08:07:00,31,43,29,2,0,0,30
2023-11-13T08:07:30,55,74,30,3,3,1,30
2023-11-13T08:08:00,37,57,29,4,1,0,30
2023-11-13T08:08:30,64,80,30,3,1,0,30
2023-11-13T08:09:00,63,83,29,7,2,1,30
2023-11-13T08:09:30,36,50,30,3,2,1,30
2023-11-13T08:10:00,58,73,30,2,0,0,30
2023-11-13T08:10:30,57,74,30,5,1,0,30
2023-11-13T08:11:00,70,86,30,3,0,0,30
2023-11-13T08:11:30,68,87,30,5,1,0,30
2023-11-13T08:38:00,50,74,29,0,0,0,30
2023-11-13T08:38:30,40,58,29,0,0,0,30
2023-11-13T23:02:00,51,75,30,0,0,0,30
2023-11-13T23:02:30,30,33,30,0,0,0,30
2023-11-13T23:03:00,63,80,30,3,2,1,30
2023-11-13T23:03:30,30,35,30,0,0,0,30
2023-11-13T23:04:00,30,35,29,0,0,0,30
2023-11-13T23:04:30,30,35,30,0,0,0,30
2023-11-13T23:05:00,30,33,30,0,0,0,30
2023-11-13T23:05:30,31,40,30,0,0,0,30
2023-11-13T23:06:00,30,32,29,0,0,0,30
2023-11-13T23:06:30,30,35,30,0,0,0,30
2023-11-13T23:07:00,30,33,30,0,0,0,30
2023-11-13T23:07:30,30,31,30,1,0,0,30
2023-11-13T23:08:00,30,35,30,0,0,0,30
2023-11-13T23:08:30,30,32,30,0,0,0,30
2023-11-13T23:09:00,59,73,30,7,1,0,30
2023-11-13T23:09:30,46,62,30,3,1,0,30
2023-11-13T23:10:00,30,30,29,0,0,0,30
2023-11-13T23:10:30,30,33,29,1,0,0,30
2023-11-13T23:11:00,30,31,29,0,0,0,30
2023-11-13T23:11:30,30,32,29,0,0,0,30
2023-11-13T23:12:00,30,39,29,4,0,0,30
2023-11-13T23:12:30,30,31,29,0,0,0,30
2023-11-13T23:13:00,30,36,29,1,1,0,30
2023-11-13T23:13:30,30,45,29,2,2,1,30
2023-11-13T23:14:00,30,30,29,1,0,0,30
2023-11-13T23:14:30,30,30,29,1,0,0,30
2023-11-13T23:15:00,30,31,29,0,0,0,30
2023-11-13T23:15:30,30,30,29,0,0,0,30
2023-11-13T23:16:00,30,43,29,2,0,0,30
2023-11-13T23:16:30,30,31,29,2,0,0,30
2023-11-13T23:17:00,30,34,29,0,0,0,30
2023-11-13T23:17:30,30,30,29,0,0,0,30
2023-11-13T23:18:00,30,32,29,0,0,0,30
2023-11-13T23:18:30,30,30,29,0,0,0,30
2023-11-13T23:19:00,30,32,29,2,0,0,30
2023-11-13T23:19:30,30,31,29,1,0,0,30
2023-11-13T23:20:00,30,32,29,1,0,0,30
2023-11-13T23:20:30,30,31,29,1,0,0,30
2023-11-13T23:21:00,30,30,29,0,0,0,30
2023-11-13T23:21:30,30,35,29,1,0,0,30
2023-11-13T23:22:00,30,30,29,0,0,0,30
2023-11-13T23:22:30,30,30,29,0,0,0,30
2023-11-13T23:23:00,30,30,29,0,0,0,30
2023-11-13T23:23:30,30,30,29,0,0,0,30
2023-11-13T23:24:00,30,30,29,0,0,0,30
2023-11-13T23:24:30,30,33,29,2,0,0,30
2023-11-13T23:25:00,30,30,29,0,0,0,30
2023-11-13T23:25:30,30,30,29,0,0,0,30
2023-11-13T23:26:00,30,39,29,4,0,0,30
2023-11-13T23:26:30,30,38,29,1,0,0,30
2023-11-13T23:27:00,30,32,29,1,1,0,30
2023-11-13T23:27:30,49,68,29,4,0,0,30
2023-11-13T23:28:00,30,32,29,0,0,0,30
2023-11-13T23:28:30,30,32,29,0,0,0,30
2023-11-13T23:29:00,32,38,29,0,0,0,30
2023-11-13T23:29:30,31,42,29,0,0,0,30
2023-11-13T23:30:00,30,31,29,0,0,0,30
2023-11-13T23:30:30,30,32,29,0,0,0,30
2023-11-13T23:31:00,31,44,29,0,0,0,30
2023-11-13T23:31:30,30,32,29,3,0,0,30
2023-11-13T23:32:00,30,31,29,0,0,0,30
2023-11-13T23:32:30,30,32,29,1,0,0,30
2023-11-13T23:33:00,30,31,29,0,0,0,30
2023-11-13T23:33:30,30,43,29,2,2,1,30
2023-11-13T23:34:00,30,30,29,0,0,0,30
2023-11-13T23:34:30,30,32,29,0,0,0,30
2023-11-13T23:35:00,30,32,29,0,0,0,30
2023-11-13T23:35:30,30,31,29,0,0,0,30
2023-11-13T23:36:00,30,31,29,1,0,0,30
2023-11-13T23:36:30,30,30,29,0,0,0,30
2023-11-13T23:37:00,45,64,29,2,1,0,30
2023-11-13T23:37:30,31,36,30,0,0,0,30
2023-11-13T23:38:00,30,31,29,0,0,0,30
2023-11-13T23:38:30,30,30,29,0,0,0,30
2023-11-13T23:39:00,30,30,29,0,0,0,30
2023-11-13T23:39:30,30,30,29,0,0,0,30
2023-11-13T23:40:00,30,30,29,0,0,0,30
2023-11-13T23:40:30,30,32,29,1,0,0,30
2023-11-13T23:41:00,30,31,29,0,0,0,30
2023-11-13T23:41:30,30,39,29,0,0,0,30
2023-11-13T23:42:00,30,30,29,0,0,0,30
2023-11-13T23:42:30,30,30,29,0,0,0,30
2023-11-13T23:43:00,30,30,29,0,0,0,30
2023-11-13T23:43:30,30,31,29,0,0,0,30
2023-11-13T23:44:00,56,76,29,2,0,0,30
