timestamp,mean_dba,max_dba,min_dba,events_number,snoring_events_number,snore_label,sample_duration
2023-06-02T00:00:00,30,32,29,4,0,0,30
2023-06-02T00:00:30,30,30,29,0,0,0,30
2023-06-02T00:01:00,30,32,29,0,0,0,30
2023-06-02T00:01:30,30,30,29,0,0,0,30
2023-06-02T00:02:00,30,30,29,0,0,0,30
2023-06-02T00:02:30,30,30,29,0,0,0,30
2023-06-02T00:03:00,30,30,29,0,0,0,30
2023-06-02T00:03:30,30,30,29,0,0,0,30
2023-06-02T00:04:00,30,30,29,0,0,0,30
2023-06-02T00:04:30,30,30,29,0,0,0,30
2023-06-02T00:05:00,30,30,29,1,0,0,30
2023-06-02T00:05:30,30,31,29,0,0,0,30
2023-06-02T00:06:00,30,30,29,0,0,0,30
2023-06-02T00:06:30,30,30,29,0,0,0,30
2023-06-02T00:07:00,30,31,29,0,0,0,30
2023-06-02T00:07:30,30,30,29,0,0,0,30
2023-06-02T00:08:00,30,31,29,0,0,0,30
2023-06-02T00:08:30,30,30,29,0,0,0,30
2023-06-02T00:09:00,30,30,29,1,0,0,30
2023-06-02T00:09:30,30,30,29,0,0,0,30
2023-06-02T00:10:00,30,31,29,1,0,0,30
2023-06-02T00:10:30,30,30,29,0,0,0,30
2023-06-02T00:11:00,30,32,29,1,0,0,30
2023-06-02T00:11:30,30,30,29,0,0,0,30
2023-06-02T00:12:00,30,31,29,0,0,0,30
2023-06-02T00:12:30,30,30,29,0,0,0,30
2023-06-02T00:13:00,30,30,29,1,0,0,30
2023-06-02T00:13:30,30,30,29,0,0,0,30
2023-06-02T00:14:00,30,30,29,0,0,0,30
2023-06-02T00:14:30,30,42,29,3,0,0,30
2023-06-02T00:15:00,30,30,29,0,0,0,30
2023-06-02T00:15:30,30,30,29,0,0,0,30
2023-06-02T00:16:00,30,30,29,0,0,0,30
2023-06-02T00:16:30,30,30,29,0,0,0,30
2023-06-02T00:17:00,30,31,29,0,0,0,30
2023-06-02T00:17:30,30,30,29,0,0,0,30
2023-06-02T00:18:00,30,30,29,0,0,0,30
2023-06-02T00:18:30,30,30,29,0,0,0,30
2023-06-02T00:19:00,30,30,29,0,0,0,30
2023-06-02T00:19:30,30,34,29,1,0,0,30
2023-06-02T00:20:00,30,30,29,0,0,0,30
2023-06-02T00:20:30,30,30,29,0,0,0,30
2023-06-02T00:21:00,30,31,29,0,0,0,30
2023-06-02T00:21:30,30,31,29,0,0,0,30
2023-06-02T00:22:00,30,30,29,0,0,0,30
2023-06-02T00:22:30,30,30,29,0,0,0,30
2023-06-02T00:23:00,30,31,29,0,0,0,30
2023-06-02T00:23:30,30,31,29,0,0,0,30
2023-06-02T00:24:00,30,30,29,0,0,0,30
2023-06-02T00:24:30,30,31,29,1,0,0,30
2023-06-02T00:25:00,30,31,29,0,0,0,30
