timestamp,bucket_values
2022-10-08T07:28:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.008, 0.041, 0.182, 0.251, 0.188, 0.208, 0.098, 0.02, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-09T08:28:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.041, 0.128, 0.138, 0.206, 0.243, 0.172, 0.058, 0.01, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-11T10:13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.011, 0.05, 0.151, 0.218, 0.214, 0.205, 0.115, 0.025, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-12T10:50:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.014, 0.049, 0.117, 0.204, 0.292, 0.237, 0.071, 0.011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-13T10:01:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.013, 0.056, 0.184, 0.303, 0.222, 0.143, 0.06, 0.014, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-14T09:47:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.009, 0.035, 0.102, 0.217, 0.292, 0.219, 0.102, 0.017, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-16T11:08:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.03, 0.119, 0.28, 0.303, 0.2, 0.049, 0.011, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-17T10:02:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.015, 0.039, 0.152, 0.268, 0.266, 0.163, 0.069, 0.018, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-18T10:59:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.013, 0.038, 0.125, 0.329, 0.299, 0.157, 0.032, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-19T09:32:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.007, 0.028, 0.11, 0.312, 0.305, 0.166, 0.053, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
