timestamp,mean_dba,max_dba,min_dba,events_number,snoring_events_number,snore_label,sample_duration
2023-11-26T08:25:00,57,74,31,6,2,1,30
2023-11-26T08:25:30,58,72,30,5,1,0,30
2023-11-26T17:11:00,51,75,31,0,0,0,30
2023-11-26T17:11:30,32,46,30,1,1,0,30
2023-11-26T17:26:30,50,75,30,0,0,0,30
2023-11-26T17:27:00,35,47,31,4,0,0,30
2023-11-26T17:27:30,33,46,30,1,1,0,30
2023-11-26T17:28:00,32,39,30,0,0,0,30
2023-11-26T17:28:30,42,59,30,3,1,0,30
2023-11-26T17:29:00,31,38,30,0,0,0,30
2023-11-26T17:29:30,32,39,30,0,0,0,30
2023-11-26T17:30:00,32,42,30,0,0,0,30
2023-11-26T17:30:30,32,46,30,3,1,0,30
2023-11-26T17:31:00,33,47,30,3,0,0,30
2023-11-26T17:31:30,34,42,30,1,0,0,30
2023-11-26T17:32:00,31,42,30,1,0,0,30
2023-11-26T17:32:30,32,39,30,0,0,0,30
2023-11-26T17:33:00,33,45,30,0,0,0,30
2023-11-26T17:33:30,33,41,30,0,0,0,30
2023-11-26T17:34:00,32,41,30,1,0,0,30
2023-11-26T17:34:30,34,52,30,7,0,0,30
2023-11-26T17:35:00,32,44,30,2,1,0,30
2023-11-26T17:35:30,31,36,30,2,0,0,30
2023-11-26T17:36:00,32,46,30,0,0,0,30
2023-11-26T17:36:30,32,37,30,1,0,0,30
2023-11-26T17:37:00,33,41,30,2,0,0,30
2023-11-26T17:37:30,34,40,30,0,0,0,30
2023-11-26T17:38:00,33,45,29,1,0,0,30
2023-11-26T17:38:30,32,38,29,1,0,0,30
2023-11-26T17:39:00,31,36,29,3,0,0,30
2023-11-26T17:39:30,31,39,29,0,0,0,30
2023-11-26T17:40:00,31,41,29,8,0,0,30
2023-11-26T17:40:30,31,43,29,2,0,0,30
2023-11-26T17:41:00,33,42,29,4,1,0,30
2023-11-26T17:41:30,37,46,29,0,0,0,30
2023-11-26T17:42:00,34,42,30,2,0,0,30
2023-11-26T17:42:30,31,42,29,2,0,0,30
2023-11-26T17:43:00,31,45,29,7,0,0,30
2023-11-26T17:43:30,32,45,30,10,0,0,30
2023-11-26T17:44:00,35,50,29,7,0,0,30
2023-11-26T17:44:30,32,44,29,1,0,0,30
2023-11-26T17:45:00,34,53,29,1,0,0,30
2023-11-26T17:45:30,30,40,29,0,0,0,30
2023-11-26T17:46:00,31,41,29,4,1,0,30
2023-11-26T17:46:30,32,44,29,2,0,0,30
2023-11-26T17:47:00,33,44,29,1,0,0,30
2023-11-26T17:47:30,35,43,29,1,0,0,30
2023-11-26T17:48:00,32,43,29,3,0,0,30
2023-11-26T17:48:30,32,43,29,4,0,0,30
2023-11-26T17:49:00,31,41,29,5,0,0,30
2023-11-26T17:49:30,31,43,29,1,0,0,30
2023-11-26T17:50:00,32,47,30,2,0,0,30
2023-11-26T17:50:30,32,43,29,2,0,0,30
2023-11-26T17:51:00,31,44,29,0,0,0,30
2023-11-26T17:51:30,31,45,29,4,0,0,30
2023-11-26T20:31:00,50,75,30,0,0,0,30
2023-11-26T20:31:30,37,49,30,0,0,0,30
2023-11-26T20:32:00,47,63,32,4,0,0,30
2023-11-26T20:32:30,51,61,34,1,0,0,30
2023-11-26T20:33:00,46,58,34,3,0,0,30
2023-11-26T20:33:30,49,58,32,1,0,0,30
2023-11-26T20:53:30,50,74,30,0,0,0,30
2023-11-26T20:54:00,43,52,30,1,0,0,30
2023-11-26T20:54:30,43,54,30,0,0,0,30
2023-11-26T20:55:00,31,39,29,1,1,0,30
2023-11-26T20:55:30,32,44,29,2,1,0,30
2023-11-26T20:56:00,35,44,30,3,0,0,30
2023-11-26T20:56:30,55,73,33,3,2,1,30
2023-11-26T20:57:00,36,47,30,4,0,0,30
2023-11-26T20:57:30,37,45,30,1,0,0,30
2023-11-26T20:58:00,61,80,31,1,0,0,30
2023-11-26T20:58:30,44,52,30,1,0,0,30
2023-11-26T20:59:00,31,38,30,2,0,0,30
2023-11-26T20:59:30,34,43,30,0,0,0,30
2023-11-26T21:00:00,40,54,31,1,0,0,30
2023-11-26T21:00:30,51,59,37,3,0,0,30
2023-11-26T21:01:00,39,50,31,1,0,0,30
2023-11-26T21:01:30,65,82,30,3,2,1,30
2023-11-26T21:02:00,39,52,30,7,0,0,30
2023-11-26T21:02:30,39,53,31,7,0,0,30
2023-11-26T21:03:00,38,49,31,0,0,0,30
2023-11-26T21:03:30,34,40,30,0,0,0,30
2023-11-26T21:04:00,37,48,31,1,0,0,30
2023-11-26T21:04:30,34,45,30,4,0,0,30
2023-11-26T21:05:00,41,48,31,0,0,0,30
2023-11-26T21:05:30,39,56,30,1,0,0,30
2023-11-26T21:06:00,51,69,35,2,1,0,30
2023-11-26T21:06:30,50,65,32,1,0,0,30
2023-11-26T21:07:00,51,64,35,4,3,1,30
2023-11-26T21:07:30,49,66,31,3,0,0,30
2023-11-26T21:08:00,54,69,30,4,3,1,30
2023-11-26T21:08:30,65,78,31,9,8,1,30
2023-11-26T21:09:00,57,74,31,11,5,1,30
2023-11-26T21:09:30,67,80,31,8,6,1,30
2023-11-26T21:10:00,69,85,30,9,8,1,30
2023-11-26T21:10:30,51,68,30,10,5,1,30
2023-11-26T21:11:00,56,68,30,10,8,1,30
2023-11-26T21:11:30,54,64,30,8,4,1,30
2023-11-26T21:12:00,40,52,30,10,2,1,30
2023-11-26T21:12:30,37,51,31,8,2,1,30
2023-11-26T21:13:00,32,44,30,1,0,0,30
2023-11-26T21:13:30,31,39,30,1,0,0,30
2023-11-26T21:14:00,34,55,30,3,3,1,30
2023-11-26T21:14:30,32,42,30,1,1,0,30
2023-11-26T21:15:00,35,50,30,2,2,1,30
2023-11-26T21:15:30,31,42,30,0,0,0,30
2023-11-26T21:16:00,31,40,30,0,0,0,30
2023-11-26T21:16:30,32,42,30,2,2,1,30
2023-11-26T21:17:00,50,65,30,2,2,1,30
2023-11-26T21:17:30,31,37,30,0,0,0,30
2023-11-26T21:18:00,48,68,30,2,1,0,30
2023-11-26T21:18:30,53,74,31,4,0,0,30
2023-11-26T21:19:00,33,42,31,1,0,0,30
2023-11-26T21:19:30,36,48,30,3,3,1,30
2023-11-26T21:20:00,32,42,30,1,1,0,30
2023-11-26T21:20:30,34,49,30,1,1,0,30
2023-11-26T21:21:00,31,44,30,0,0,0,30
2023-11-26T21:21:30,31,37,30,0,0,0,30
2023-11-26T21:22:00,45,55,30,0,0,0,30
2023-11-26T21:22:30,46,55,31,0,0,0,30
2023-11-26T21:23:00,31,37,30,0,0,0,30
2023-11-26T21:23:30,32,42,30,2,2,1,30
2023-11-26T21:24:00,34,45,30,1,0,0,30
2023-11-26T21:24:30,32,40,30,0,0,0,30
2023-11-26T21:25:00,31,38,30,0,0,0,30
2023-11-26T21:25:30,31,35,30,0,0,0,30
2023-11-26T21:26:00,36,45,31,0,0,0,30
2023-11-26T21:26:30,33,46,31,1,0,0,30
2023-11-26T21:27:00,33,40,31,1,0,0,30
2023-11-26T21:27:30,47,63,31,5,2,1,30
2023-11-26T21:28:00,34,50,30,8,7,1,30
2023-11-26T21:28:30,32,45,30,5,2,1,30
2023-11-26T21:29:00,32,37,30,1,0,0,30
2023-11-26T21:29:30,46,62,31,2,2,1,30
2023-11-26T21:30:00,32,39,30,0,0,0,30
2023-11-26T21:30:30,31,40,30,0,0,0,30
2023-11-26T21:31:00,45,60,30,2,1,0,30
2023-11-26T21:31:30,44,65,30,1,1,0,30
2023-11-26T21:32:00,37,49,31,2,1,0,30
2023-11-26T21:32:30,35,45,31,1,0,0,30
2023-11-26T21:33:00,48,64,31,5,4,1,30
2023-11-26T21:33:30,43,59,30,9,6,1,30
2023-11-26T21:34:00,46,65,30,10,3,1,30
2023-11-26T21:34:30,45,63,30,3,2,1,30
2023-11-26T21:35:00,35,49,30,1,0,0,30
2023-11-26T21:35:30,38,59,31,2,0,0,30
2023-11-26T21:36:00,41,56,31,0,0,0,30
2023-11-26T21:36:30,40,60,30,7,5,1,30
2023-11-26T21:37:00,51,72,30,5,4,1,30
2023-11-26T21:37:30,33,43,30,2,0,0,30
2023-11-26T22:06:30,51,75,30,0,0,0,30
2023-11-26T22:07:00,34,50,29,2,0,0,30
2023-11-26T22:07:30,32,39,29,0,0,0,30
2023-11-26T22:08:00,34,46,29,1,0,0,30
2023-11-26T22:08:30,35,48,29,0,0,0,30
2023-11-26T22:09:00,33,45,29,2,0,0,30
2023-11-26T22:09:30,31,35,29,0,0,0,30
2023-11-26T22:10:00,37,51,29,2,0,0,30
2023-11-26T22:10:30,33,48,29,3,0,0,30
2023-11-26T22:11:00,35,43,29,0,0,0,30
2023-11-26T22:11:30,36,53,29,4,2,1,30
2023-11-26T22:12:00,36,47,29,1,0,0,30
2023-11-26T22:12:30,35,49,29,4,0,0,30
2023-11-26T22:13:00,35,44,29,0,0,0,30
2023-11-26T22:13:30,32,42,29,0,0,0,30
2023-11-26T22:14:00,30,38,29,0,0,0,30
2023-11-26T22:14:30,40,48,29,4,0,0,30
2023-11-26T22:15:00,53,71,29,3,1,0,30
2023-11-26T22:15:30,48,65,29,3,0,0,30
2023-11-26T22:16:00,35,51,30,3,0,0,30
2023-11-26T22:16:30,40,58,30,6,4,1,30
