timestamp,rmssd,coverage,low_frequency,high_frequency
2022-10-24T00:05:00,17.311,0.939,121.7,53.679
2022-10-24T00:10:00,16.891,0.977,134.024,55.683
2022-10-24T00:15:00,15.5,0.972,297.498,46.905
2022-10-24T00:20:00,15.61,0.926,199.24,65.282
2022-10-24T00:25:00,15.767,0.946,100.562,61.565
2022-10-24T00:30:00,14.625,0.99,73.688,37.955
2022-10-24T00:35:00,15.385,0.997,590.535,49.743
2022-10-24T00:40:00,14.118,0.967,824.185,43.653
2022-10-24T00:45:00,13.352,0.991,398.909,45.713
2022-10-24T00:50:00,10.932,1.003,579.983,165.455
2022-10-24T00:55:00,10.721,0.999,150.27,19.98
2022-10-24T01:00:00,10.788,0.999,75.005,19.986
2022-10-24T01:05:00,8.233,1.002,213.814,13.395
2022-10-24T01:10:00,10.921,0.953,162.901,15.723
2022-10-24T01:15:00,13.505,0.929,758.939,40.627
2022-10-24T01:20:00,12.437,0.995,292.723,47.254
2022-10-24T01:25:00,11.396,0.948,132.156,44.837
2022-10-24T01:30:00,14.706,0.915,331.999,37.659
2022-10-24T01:35:00,14.128,0.862,1211.772,35.424
2022-10-24T01:40:00,13.69,0.988,369.953,43.348
2022-10-24T01:45:00,11.089,0.973,197.292,31.984
2022-10-24T01:50:00,12.084,0.983,194.958,38.211
2022-10-24T01:55:00,11.587,0.999,280.638,36.767
2022-10-24T02:00:00,13.619,0.968,303.244,46.257
2022-10-24T02:05:00,16.928,0.949,2547.295,46.482
2022-10-24T02:10:00,14.435,0.97,780.523,33.888
2022-10-24T02:15:00,17.626,0.885,2420.022,71.673
2022-10-24T02:20:00,12.734,0.989,882.434,41.416
2022-10-24T02:25:00,15.824,1.002,898.843,72.101
2022-10-24T02:30:00,12.579,0.973,391.067,33.838
2022-10-24T02:35:00,9.892,0.967,228.842,24.905
2022-10-24T02:40:00,9.714,0.983,254.884,14.586
2022-10-24T02:45:00,12.044,0.956,463.767,33.795
