timestamp,bucket_values
2022-07-27T09:08:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.013, 0.034, 0.085, 0.189, 0.293, 0.234, 0.112, 0.027, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-07-28T09:04:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.01, 0.044, 0.151, 0.231, 0.273, 0.208, 0.066, 0.011, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-07-29T08:29:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.011, 0.03, 0.108, 0.253, 0.256, 0.219, 0.09, 0.021, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-07-31T08:45:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.011, 0.087, 0.295, 0.322, 0.195, 0.069, 0.015, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-07-31T17:38:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-08-01T08:53:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.006, 0.014, 0.048, 0.145, 0.251, 0.283, 0.183, 0.057, 0.01, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-08-02T09:15:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.01, 0.027, 0.089, 0.186, 0.327, 0.25, 0.088, 0.015, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-08-03T09:44:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.011, 0.039, 0.1, 0.186, 0.187, 0.212, 0.177, 0.075, 0.009, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-08-04T08:21:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.013, 0.051, 0.177, 0.258, 0.231, 0.167, 0.076, 0.017, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-08-05T09:01:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.011, 0.022, 0.097, 0.167, 0.213, 0.253, 0.172, 0.053, 0.007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-08-06T03:32:30,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.016, 0.076, 0.267, 0.351, 0.245, 0.037, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-08-07T09:19:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.009, 0.037, 0.085, 0.172, 0.191, 0.193, 0.196, 0.093, 0.018, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-08-08T09:21:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.043, 0.184, 0.231, 0.266, 0.189, 0.061, 0.017, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
