timestamp,rmssd,coverage,low_frequency,high_frequency
2022-08-31T00:55:00,28.47,0.878,240.493,140.476
2022-08-31T01:00:00,26.802,0.973,108.668,126.625
2022-08-31T01:05:00,23.697,0.981,95.845,102.931
2022-08-31T01:10:00,26.163,0.985,1478.641,157.979
2022-08-31T01:15:00,23.623,0.993,535.869,113.69
2022-08-31T01:20:00,24.618,0.997,248.828,136.073
2022-08-31T01:25:00,24.973,0.996,390.963,123.507
2022-08-31T01:30:00,23.837,0.958,157.25,109.163
2022-08-31T01:35:00,20.679,1.001,79.213,73.13
2022-08-31T01:40:00,32.334,0.968,1387.011,138.766
2022-08-31T01:45:00,26.917,1.003,724.173,138.074
2022-08-31T01:50:00,29.255,0.869,1444.675,136.24
2022-08-31T01:55:00,22.752,0.962,1430.679,131.981
2022-08-31T02:00:00,24.764,0.968,965.986,105.724
2022-08-31T02:05:00,24.42,0.976,700.284,115.99
2022-08-31T02:10:00,26.212,0.976,1652.97,100.675
2022-08-31T02:15:00,26.548,1.001,545.85,135.348
2022-08-31T02:20:00,22.971,0.931,289.472,91.971
2022-08-31T02:25:00,35.805,0.755,2796.611,171.595
2022-08-31T02:30:00,27.665,0.911,1840.238,191.112
2022-08-31T02:35:00,14.47,1.002,54.055,30.301
2022-08-31T02:40:00,11.95,1.003,150.897,28.875
2022-08-31T02:45:00,13.973,1.0,120.706,15.193
2022-08-31T02:50:00,21.026,0.973,827.326,84.094
2022-08-31T02:55:00,25.688,0.987,750.511,164.541
2022-08-31T03:00:00,27.966,0.972,335.677,144.342
2022-08-31T03:05:00,30.712,0.93,1500.011,152.657
2022-08-31T03:10:00,28.285,0.975,224.947,117.489
2022-08-31T03:15:00,27.165,0.954,932.856,108.367
2022-08-31T03:20:00,25.225,1.001,196.011,111.781
2022-08-31T03:25:00,26.805,1.0,752.022,168.993
2022-08-31T03:30:00,25.943,1.002,181.324,125.021
2022-08-31T03:35:00,25.319,0.892,1416.658,117.545
2022-08-31T03:40:00,18.003,0.97,810.434,84.867
2022-08-31T03:45:00,21.639,0.868,2918.283,100.751
2022-08-31T03:50:00,28.057,0.93,900.331,135.265
2022-08-31T03:55:00,24.902,0.922,6347.209,107.055
2022-08-31T04:00:00,20.075,0.971,202.67,77.783
2022-08-31T04:05:00,18.725,0.938,51.482,31.446
2022-08-31T04:10:00,19.422,1.0,242.259,50.269
2022-08-31T04:15:00,24.429,0.953,1414.639,141.953
2022-08-31T04:20:00,25.284,0.886,284.521,110.095
2022-08-31T04:25:00,24.862,0.968,483.263,143.773
2022-08-31T04:30:00,30.512,0.967,701.189,204.362
2022-08-31T04:35:00,26.611,0.932,158.116,112.434
2022-08-31T04:40:00,28.66,1.001,221.029,152.077
2022-08-31T04:45:00,32.944,1.002,505.639,200.456
2022-08-31T04:50:00,33.37,0.958,781.922,230.748
2022-08-31T04:55:00,27.086,1.003,384.627,148.87
2022-08-31T05:00:00,29.36,1.002,779.414,211.553
2022-08-31T05:05:00,27.011,0.974,409.799,187.061
2022-08-31T05:10:00,30.602,0.926,1189.48,240.067
2022-08-31T05:15:00,28.034,1.002,537.403,153.873
2022-08-31T05:20:00,31.041,1.003,1508.535,150.022
2022-08-31T05:25:00,31.353,0.906,1450.454,153.392
2022-08-31T05:30:00,31.637,0.958,880.401,226.523
2022-08-31T05:35:00,23.95,0.972,1865.011,105.166
2022-08-31T05:40:00,26.862,0.907,423.088,116.959
2022-08-31T05:45:00,20.066,0.973,824.253,53.72
2022-08-31T05:50:00,16.383,0.938,178.442,48.984
2022-08-31T05:55:00,28.485,0.965,886.013,125.88
2022-08-31T06:00:00,24.212,0.881,383.203,55.414
2022-08-31T06:05:00,23.923,0.949,319.873,85.278
2022-08-31T06:10:00,25.401,0.991,916.052,116.626
2022-08-31T06:15:00,27.648,0.991,555.125,192.653
2022-08-31T06:20:00,28.633,1.002,614.811,161.471
2022-08-31T06:25:00,26.838,1.004,510.802,166.278
2022-08-31T06:30:00,25.369,0.965,1210.885,107.264
2022-08-31T06:35:00,27.486,0.966,697.486,132.977
2022-08-31T06:40:00,27.786,0.991,470.922,102.868
2022-08-31T06:45:00,24.585,0.941,1811.965,118.148
2022-08-31T06:50:00,22.9,0.998,717.563,87.164
2022-08-31T06:55:00,22.825,1.003,514.612,65.506
2022-08-31T07:00:00,27.052,0.905,1770.052,185.482
2022-08-31T07:05:00,25.456,0.876,4002.657,405.25
2022-08-31T07:10:00,29.496,0.967,1802.617,148.419
2022-08-31T07:15:00,21.891,1.003,345.34,67.162
2022-08-31T07:20:00,21.146,1.001,672.319,83.201
2022-08-31T07:25:00,24.162,0.952,114.988,61.098
2022-08-31T07:30:00,21.066,0.926,237.582,60.247
2022-08-31T07:35:00,30.096,0.985,340.955,147.237
2022-08-31T07:40:00,28.971,1.004,268.235,108.957
2022-08-31T07:45:00,28.244,0.999,454.65,105.843
2022-08-31T07:50:00,29.93,1.005,381.799,139.051
2022-08-31T07:55:00,35.742,0.978,1895.592,288.857
2022-08-31T08:00:00,22.451,0.907,130.545,67.48
