recorded_time,temperature,sensor_type
2022-09-03T00:00,-3.6766935069046056,UNKNOWN
2022-09-03T00:01,-3.6766935069046056,UNKNOWN
2022-09-03T00:02,-3.6766935069046056,UNKNOWN
2022-09-03T00:03,-3.876693506904605,UNKNOWN
2022-09-03T00:04,-3.876693506904605,UNKNOWN
2022-09-03T00:05,-3.876693506904605,UNKNOWN
2022-09-03T00:06,-4.076693506904604,UNKNOWN
2022-09-03T00:07,-4.076693506904604,UNKNOWN
2022-09-03T00:08,-3.876693506904605,UNKNOWN
2022-09-03T00:09,-4.076693506904604,UNKNOWN
2022-09-03T00:10,-4.376693506904605,UNKNOWN
2022-09-03T00:11,-4.376693506904605,UNKNOWN
2022-09-03T00:12,-4.376693506904605,UNKNOWN
2022-09-03T00:13,-4.076693506904604,UNKNOWN
2022-09-03T00:14,-4.076693506904604,UNKNOWN
2022-09-03T00:15,-4.076693506904604,UNKNOWN
2022-09-03T00:16,-3.876693506904605,UNKNOWN
2022-09-03T00:17,-3.876693506904605,UNKNOWN
2022-09-03T00:18,-3.876693506904605,UNKNOWN
2022-09-03T00:19,-3.876693506904605,UNKNOWN
2022-09-03T00:20,-3.876693506904605,UNKNOWN
2022-09-03T00:21,-3.6766935069046056,UNKNOWN
2022-09-03T00:22,-3.876693506904605,UNKNOWN
2022-09-03T00:23,-3.6766935069046056,UNKNOWN
2022-09-03T00:24,-3.6766935069046056,UNKNOWN
2022-09-03T00:25,-3.6766935069046056,UNKNOWN
2022-09-03T00:26,-3.4766935069046028,UNKNOWN
2022-09-03T00:27,-3.4766935069046028,UNKNOWN
2022-09-03T00:28,-3.6766935069046056,UNKNOWN
2022-09-03T00:29,-3.876693506904605,UNKNOWN
2022-09-03T00:30,-4.076693506904604,UNKNOWN
2022-09-03T00:31,-4.076693506904604,UNKNOWN
2022-09-03T00:32,-4.076693506904604,UNKNOWN
2022-09-03T00:33,-4.076693506904604,UNKNOWN
2022-09-03T00:34,-4.076693506904604,UNKNOWN
2022-09-03T00:35,-4.076693506904604,UNKNOWN
2022-09-03T00:36,-4.076693506904604,UNKNOWN
2022-09-03T00:37,-4.076693506904604,UNKNOWN
2022-09-03T00:38,-4.376693506904605,UNKNOWN
2022-09-03T00:39,-4.376693506904605,UNKNOWN
2022-09-03T00:40,-4.376693506904605,UNKNOWN
2022-09-03T00:41,-4.376693506904605,UNKNOWN
2022-09-03T00:42,-4.376693506904605,UNKNOWN
2022-09-03T00:43,-4.576693506904604,UNKNOWN
2022-09-03T00:44,-4.576693506904604,UNKNOWN
2022-09-03T00:45,-4.7766935069046035,UNKNOWN
2022-09-03T00:46,-4.7766935069046035,UNKNOWN
2022-09-03T00:47,-4.7766935069046035,UNKNOWN
2022-09-03T00:48,-4.976693506904603,UNKNOWN
2022-09-03T00:49,-5.176693506904606,UNKNOWN
2022-09-03T00:50,-4.976693506904603,UNKNOWN
2022-09-03T00:51,-4.576693506904604,UNKNOWN
2022-09-03T00:52,-4.076693506904604,UNKNOWN
2022-09-03T00:53,-3.876693506904605,UNKNOWN
2022-09-03T00:54,-3.4766935069046028,UNKNOWN
2022-09-03T00:55,-3.2766935069046035,UNKNOWN
2022-09-03T00:56,-3.076693506904604,UNKNOWN
2022-09-03T00:57,-2.576693506904604,UNKNOWN
2022-09-03T00:58,-2.376693506904605,UNKNOWN
2022-09-03T00:59,-2.376693506904605,UNKNOWN
2022-09-03T01:00,-2.1766935069046056,UNKNOWN
2022-09-03T01:01,-2.1766935069046056,UNKNOWN
2022-09-03T01:02,-2.1766935069046056,UNKNOWN
2022-09-03T01:03,-1.9766935069046028,UNKNOWN
2022-09-03T01:04,-1.7766935069046035,UNKNOWN
2022-09-03T01:05,-1.7766935069046035,UNKNOWN
2022-09-03T01:06,-1.7766935069046035,UNKNOWN
2022-09-03T01:07,-1.7766935069046035,UNKNOWN
2022-09-03T01:08,-1.7766935069046035,UNKNOWN
2022-09-03T01:09,-1.7766935069046035,UNKNOWN
2022-09-03T01:10,-1.5766935069046042,UNKNOWN
2022-09-03T01:11,-1.5766935069046042,UNKNOWN
2022-09-03T01:12,-1.5766935069046042,UNKNOWN
2022-09-03T01:13,-1.2766935069046035,UNKNOWN
2022-09-03T01:14,-1.2766935069046035,UNKNOWN
2022-09-03T01:15,-1.0766935069046042,UNKNOWN
2022-09-03T01:16,-1.0766935069046042,UNKNOWN
2022-09-03T01:17,-1.0766935069046042,UNKNOWN
2022-09-03T01:18,-0.8766935069046049,UNKNOWN
2022-09-03T01:19,-0.47669350690460277,UNKNOWN
2022-09-03T01:20,-0.47669350690460277,UNKNOWN
2022-09-03T01:21,-0.2766935069046035,UNKNOWN
2022-09-03T01:22,-0.6766935069046056,UNKNOWN
2022-09-03T01:23,-0.47669350690460277,UNKNOWN
2022-09-03T01:24,0.02330649309539723,UNKNOWN
2022-09-03T01:25,0.22330649309539297,UNKNOWN
2022-09-03T01:26,0.6233064930953987,UNKNOWN
2022-09-03T01:27,0.8233064930953944,UNKNOWN
2022-09-03T01:28,1.1233064930953987,UNKNOWN
2022-09-03T01:29,1.1233064930953987,UNKNOWN
2022-09-03T01:30,1.1233064930953987,UNKNOWN
2022-09-03T01:31,1.1233064930953987,UNKNOWN
2022-09-03T01:32,1.1233064930953987,UNKNOWN
2022-09-03T01:33,1.1233064930953987,UNKNOWN
2022-09-03T01:34,1.3233064930953944,UNKNOWN
2022-09-03T01:35,1.3233064930953944,UNKNOWN
2022-09-03T01:36,1.3233064930953944,UNKNOWN
2022-09-03T01:37,1.5233064930953972,UNKNOWN
2022-09-03T01:38,1.5233064930953972,UNKNOWN
2022-09-03T01:39,1.5233064930953972,UNKNOWN
2022-09-03T01:40,1.5233064930953972,UNKNOWN
2022-09-03T01:41,1.723306493095393,UNKNOWN
2022-09-03T01:42,1.723306493095393,UNKNOWN
2022-09-03T01:43,1.723306493095393,UNKNOWN
2022-09-03T01:44,2.0233064930953972,UNKNOWN
2022-09-03T01:45,2.0233064930953972,UNKNOWN
2022-09-03T01:46,2.0233064930953972,UNKNOWN
2022-09-03T01:47,2.0233064930953972,UNKNOWN
2022-09-03T01:48,2.223306493095393,UNKNOWN
2022-09-03T01:49,2.223306493095393,UNKNOWN
2022-09-03T01:50,2.223306493095393,UNKNOWN
2022-09-03T01:51,2.223306493095393,UNKNOWN
2022-09-03T01:52,2.423306493095396,UNKNOWN
2022-09-03T01:53,2.423306493095396,UNKNOWN
2022-09-03T01:54,2.423306493095396,UNKNOWN
2022-09-03T01:55,2.423306493095396,UNKNOWN
2022-09-03T01:56,2.423306493095396,UNKNOWN
2022-09-03T01:57,2.423306493095396,UNKNOWN
2022-09-03T01:58,2.423306493095396,UNKNOWN
2022-09-03T01:59,2.423306493095396,UNKNOWN
2022-09-03T02:00,2.6233064930953987,UNKNOWN
2022-09-03T02:01,2.6233064930953987,UNKNOWN
2022-09-03T02:02,2.6233064930953987,UNKNOWN
2022-09-03T02:03,2.6233064930953987,UNKNOWN
2022-09-03T02:04,2.6233064930953987,UNKNOWN
2022-09-03T02:05,2.6233064930953987,UNKNOWN
2022-09-03T02:06,2.6233064930953987,UNKNOWN
2022-09-03T02:07,2.6233064930953987,UNKNOWN
2022-09-03T02:08,2.6233064930953987,UNKNOWN
2022-09-03T02:09,1.723306493095393,UNKNOWN
2022-09-03T02:10,0.8233064930953944,UNKNOWN
2022-09-03T02:11,0.4233064930953958,UNKNOWN
2022-09-03T02:12,-0.2766935069046035,UNKNOWN
2022-09-03T02:13,-0.6766935069046056,UNKNOWN
2022-09-03T02:14,-0.8766935069046049,UNKNOWN
2022-09-03T02:15,-1.0766935069046042,UNKNOWN
2022-09-03T02:16,-0.6766935069046056,UNKNOWN
2022-09-03T02:17,-1.0766935069046042,UNKNOWN
2022-09-03T02:18,-1.7766935069046035,UNKNOWN
2022-09-03T02:19,-2.1766935069046056,UNKNOWN
2022-09-03T02:20,-2.376693506904605,UNKNOWN
2022-09-03T02:21,-2.576693506904604,UNKNOWN
2022-09-03T02:22,-2.876693506904605,UNKNOWN
2022-09-03T02:23,-3.076693506904604,UNKNOWN
2022-09-03T02:24,-3.2766935069046035,UNKNOWN
2022-09-03T02:25,-3.4766935069046028,UNKNOWN
2022-09-03T02:26,-3.6766935069046056,UNKNOWN
2022-09-03T02:27,-3.6766935069046056,UNKNOWN
2022-09-03T02:28,-3.6766935069046056,UNKNOWN
2022-09-03T02:29,-3.876693506904605,UNKNOWN
2022-09-03T02:30,-3.876693506904605,UNKNOWN
2022-09-03T02:31,-3.6766935069046056,UNKNOWN
2022-09-03T02:32,-3.4766935069046028,UNKNOWN
2022-09-03T02:33,-3.076693506904604,UNKNOWN
2022-09-03T02:34,-2.876693506904605,UNKNOWN
2022-09-03T02:35,-2.376693506904605,UNKNOWN
2022-09-03T02:36,-2.376693506904605,UNKNOWN
2022-09-03T02:37,-2.1766935069046056,UNKNOWN
2022-09-03T02:38,-1.9766935069046028,UNKNOWN
2022-09-03T02:39,-1.9766935069046028,UNKNOWN
2022-09-03T02:40,-1.7766935069046035,UNKNOWN
