"provider_id","sku","product_description","product_recurrence","start_date","valid_until","user_cancellation_date","trial_period","fatal_renewal_error","grant_bundle"
"apple","com.fitbit.external.prod.monthly.premium_ft6m_5","Monthly Premium 6 Months Free Trial (Versa 3)","MONTHLY","2023-01-26T14:42:29Z","2023-11-26T14:42:28Z","2023-10-30T16:27:41Z","false","false","premium-ft6m_5"
