"provider_id","sku","timestamp","provider_transaction_id"
"apple","com.fitbit.external.prod.monthly.premium_ft6m_5","2023-01-26T14:42:33Z","90001483037327"
"apple","com.fitbit.external.prod.monthly.premium_ft6m_5","2023-07-26T05:44:43Z","90001664331992"
"apple","com.fitbit.external.prod.monthly.premium_ft6m_5","2023-08-26T05:43:32Z","90001697278288"
"apple","com.fitbit.external.prod.monthly.premium_ft6m_5","2023-09-26T05:43:00Z","90001729405397"
"apple","com.fitbit.external.prod.monthly.premium_ft6m_5","2023-10-26T05:43:28Z","90001762113724"
