timestamp,Infrared to Red Signal Ratio
12/31/22 00:00:01,28
12/31/22 00:01:01,-6
12/31/22 00:02:01,0
12/31/22 00:03:01,4
12/31/22 00:04:01,0
12/31/22 00:05:01,3
12/31/22 00:06:01,0
12/31/22 00:07:01,2
12/31/22 00:08:01,26
12/31/22 00:09:01,0
12/31/22 00:10:01,3
12/31/22 00:11:01,0
12/31/22 00:12:01,7
12/31/22 00:13:01,-4
12/31/22 00:14:01,9
12/31/22 00:15:01,0
12/31/22 00:16:01,0
12/31/22 00:17:02,7
12/31/22 00:18:02,-2
12/31/22 00:19:02,1
12/31/22 00:20:02,0
12/31/22 00:21:02,0
12/31/22 00:22:02,-2
12/31/22 00:23:02,32
12/31/22 00:24:02,0
12/31/22 00:25:02,0
12/31/22 00:26:02,-1
12/31/22 00:27:02,-39
12/31/22 00:28:02,0
12/31/22 00:29:02,0
12/31/22 00:30:02,34
12/31/22 00:31:02,-29
12/31/22 00:32:02,-72
12/31/22 00:33:02,-17
12/31/22 00:34:02,-43
12/31/22 00:35:02,-22
12/31/22 00:36:02,-31
12/31/22 00:37:02,4
12/31/22 00:38:02,-21
12/31/22 00:39:02,-4
12/31/22 00:40:02,-9
12/31/22 00:41:02,17
12/31/22 00:42:02,-36
12/31/22 00:43:02,7
12/31/22 00:44:02,0
12/31/22 00:45:02,1
12/31/22 00:46:02,0
12/31/22 00:47:02,8
12/31/22 00:48:02,0
12/31/22 00:49:02,0
12/31/22 00:50:02,0
12/31/22 00:51:02,0
12/31/22 00:52:02,0
12/31/22 00:53:02,0
12/31/22 00:54:02,0
12/31/22 00:55:02,0
12/31/22 00:56:02,0
12/31/22 00:57:02,0
12/31/22 00:58:02,0
12/31/22 00:59:02,0
12/31/22 01:00:02,-8
12/31/22 01:01:02,-21
12/31/22 01:02:02,4
12/31/22 01:03:02,18
12/31/22 01:04:02,17
12/31/22 01:05:02,9
12/31/22 01:06:02,-64
12/31/22 01:07:02,0
12/31/22 01:08:02,0
12/31/22 01:09:02,0
12/31/22 01:10:02,0
12/31/22 01:11:02,0
12/31/22 01:12:02,0
12/31/22 01:13:02,-4
12/31/22 01:14:02,1
12/31/22 01:15:02,-56
12/31/22 01:16:02,-34
12/31/22 01:17:02,0
12/31/22 01:18:02,0
12/31/22 01:19:02,0
12/31/22 01:20:02,-7
12/31/22 01:21:02,-66
12/31/22 01:22:02,23
12/31/22 01:23:02,0
12/31/22 01:24:02,-8
12/31/22 01:25:02,0
12/31/22 01:26:02,2
12/31/22 01:27:02,1
12/31/22 01:28:02,1
12/31/22 01:29:02,-3
12/31/22 01:30:02,13
12/31/22 01:31:02,-35
12/31/22 01:32:02,0
12/31/22 01:33:02,-60
12/31/22 01:34:02,-10
12/31/22 01:35:02,-4
12/31/22 01:36:02,0
12/31/22 01:37:02,4
12/31/22 01:38:02,23
12/31/22 01:39:02,-26
12/31/22 01:40:02,0
12/31/22 01:41:02,-17
12/31/22 01:42:02,0
12/31/22 01:43:02,0
12/31/22 01:44:02,0
12/31/22 01:45:02,0
12/31/22 01:46:02,0
12/31/22 01:47:02,0
12/31/22 01:48:02,0
12/31/22 01:49:02,-1
12/31/22 01:50:02,3
12/31/22 01:51:02,-9
12/31/22 01:52:02,-36
12/31/22 01:53:02,0
12/31/22 01:54:02,0
12/31/22 01:55:02,-17
12/31/22 01:56:02,0
12/31/22 01:57:02,-23
12/31/22 01:58:02,-17
12/31/22 01:59:02,-8
12/31/22 02:00:02,11
12/31/22 02:01:02,-15
12/31/22 02:02:02,0
12/31/22 02:03:02,10
12/31/22 02:04:02,0
12/31/22 02:05:02,0
12/31/22 02:06:02,-1
12/31/22 02:07:02,0
12/31/22 02:08:02,0
12/31/22 02:09:02,0
12/31/22 02:10:02,1
12/31/22 02:11:02,1
12/31/22 02:12:02,0
12/31/22 02:13:02,-19
12/31/22 02:14:02,-34
12/31/22 02:15:02,-9
12/31/22 02:16:02,-47
12/31/22 02:17:02,-6
12/31/22 02:18:02,-2
12/31/22 02:19:02,19
12/31/22 02:20:02,4
12/31/22 02:21:02,11
12/31/22 02:22:02,1
12/31/22 02:23:02,8
12/31/22 02:24:02,-4
12/31/22 02:25:02,0
12/31/22 02:26:02,13
12/31/22 02:27:02,-23
12/31/22 02:28:02,-12
12/31/22 02:29:02,-13
