timestamp,Infrared to Red Signal Ratio
09/28/23 00:00:03,-12
09/28/23 00:01:03,13
09/28/23 00:02:03,0
09/28/23 00:03:03,21
09/28/23 00:04:03,-1
09/28/23 00:05:03,-56
09/28/23 00:06:03,7
09/28/23 00:07:03,-17
09/28/23 00:08:03,-35
09/28/23 00:09:03,-27
09/28/23 00:10:03,-4
09/28/23 00:11:03,0
09/28/23 00:12:03,0
09/28/23 00:13:03,0
09/28/23 00:14:03,0
09/28/23 00:15:03,13
09/28/23 00:16:03,1
09/28/23 00:17:03,-4
09/28/23 00:18:03,-2
09/28/23 00:19:03,4
09/28/23 00:20:03,0
09/28/23 00:21:03,-24
09/28/23 00:22:03,-3
09/28/23 00:23:03,6
09/28/23 00:24:03,0
09/28/23 00:25:03,52
09/28/23 00:26:03,30
09/28/23 00:27:03,8
09/28/23 00:28:03,0
09/28/23 00:29:03,13
09/28/23 00:30:03,42
09/28/23 00:31:03,17
09/28/23 00:32:03,-13
09/28/23 00:33:03,0
09/28/23 00:34:03,-20
09/28/23 00:35:03,0
09/28/23 00:36:03,0
09/28/23 00:37:03,0
09/28/23 00:38:03,49
09/28/23 00:39:03,0
09/28/23 00:40:03,-5
09/28/23 00:41:03,-24
09/28/23 00:42:03,53
09/28/23 00:43:03,0
09/28/23 00:44:03,-2
09/28/23 00:45:03,-1
09/28/23 00:46:04,0
09/28/23 00:47:04,22
09/28/23 00:48:04,9
09/28/23 00:49:04,52
09/28/23 00:50:04,-18
09/28/23 00:51:04,8
09/28/23 00:52:04,22
09/28/23 00:53:04,0
09/28/23 00:54:04,46
09/28/23 00:55:04,36
09/28/23 00:56:04,23
09/28/23 00:57:04,5
09/28/23 00:58:04,0
09/28/23 00:59:04,30
09/28/23 01:00:04,11
09/28/23 01:01:04,59
09/28/23 01:02:04,8
09/28/23 01:03:04,2
09/28/23 01:04:04,19
09/28/23 01:05:04,3
09/28/23 01:06:04,1
09/28/23 01:07:04,4
09/28/23 01:08:04,27
09/28/23 01:09:04,23
09/28/23 01:10:04,55
09/28/23 01:11:04,25
09/28/23 01:12:04,-3
09/28/23 01:13:04,-2
09/28/23 01:14:04,0
09/28/23 01:15:04,0
09/28/23 01:16:04,4
09/28/23 01:17:04,0
09/28/23 01:18:04,0
09/28/23 01:19:04,13
09/28/23 01:20:04,-1
09/28/23 01:21:04,0
09/28/23 01:22:04,-24
09/28/23 01:23:04,-17
09/28/23 01:24:04,-34
09/28/23 01:25:04,4
09/28/23 01:26:04,-21
09/28/23 01:27:04,-34
09/28/23 01:28:04,-51
09/28/23 01:29:04,-15
09/28/23 01:30:04,-8
09/28/23 01:31:04,0
09/28/23 01:32:04,8
09/28/23 01:33:04,-4
09/28/23 01:34:04,-13
09/28/23 01:35:04,12
09/28/23 01:36:04,-18
09/28/23 01:37:04,-11
09/28/23 01:38:04,-11
09/28/23 01:39:06,0
09/28/23 01:40:06,-2
09/28/23 01:41:06,6
09/28/23 01:42:06,0
09/28/23 01:43:06,17
09/28/23 01:44:06,0
09/28/23 01:45:07,0
09/28/23 01:46:07,0
09/28/23 01:47:07,0
09/28/23 01:48:07,0
09/28/23 01:49:07,0
09/28/23 01:50:07,0
09/28/23 01:51:07,0
09/28/23 01:52:07,0
09/28/23 01:53:07,0
09/28/23 01:54:07,0
09/28/23 01:55:07,0
09/28/23 01:56:07,0
09/28/23 01:57:07,0
09/28/23 01:58:07,-58
09/28/23 01:59:07,68
09/28/23 02:00:07,7
09/28/23 02:01:07,8
09/28/23 02:02:07,-27
09/28/23 02:03:07,0
09/28/23 02:04:07,0
09/28/23 02:05:07,3
09/28/23 02:06:07,8
09/28/23 02:07:07,-4
09/28/23 02:08:07,45
09/28/23 02:09:07,41
09/28/23 02:10:07,0
09/28/23 02:11:07,2
09/28/23 02:12:07,8
09/28/23 02:13:07,0
09/28/23 02:14:07,-8
09/28/23 02:15:07,8
09/28/23 02:16:07,-22
09/28/23 02:17:07,0
09/28/23 02:18:07,-9
09/28/23 02:19:07,-2
09/28/23 02:20:07,-21
09/28/23 02:21:07,4
09/28/23 02:22:07,-1
09/28/23 02:23:07,0
09/28/23 02:24:07,-10
09/28/23 02:25:07,0
09/28/23 02:26:07,0
09/28/23 02:27:07,-18
09/28/23 02:28:07,0
09/28/23 02:29:07,5
09/28/23 02:30:07,5
09/28/23 02:31:07,-4
09/28/23 02:32:07,69
09/28/23 02:33:07,75
