timestamp,Infrared to Red Signal Ratio
02/18/23 00:54:30,-10
02/18/23 00:55:30,0
02/18/23 00:56:30,41
02/18/23 00:57:30,17
02/18/23 00:58:31,0
02/18/23 00:59:31,12
02/18/23 01:00:31,-43
02/18/23 01:01:31,2
02/18/23 01:02:31,9
02/18/23 01:03:31,11
02/18/23 01:04:32,-3
02/18/23 01:05:32,0
02/18/23 01:06:32,-26
02/18/23 01:07:32,-3
02/18/23 01:08:32,-6
02/18/23 01:09:32,2
02/18/23 01:10:32,-11
02/18/23 01:11:32,-4
02/18/23 01:12:32,0
02/18/23 01:13:32,4
02/18/23 01:14:32,-16
02/18/23 01:15:32,-1
02/18/23 01:16:32,-21
02/18/23 01:17:32,0
02/18/23 01:18:32,0
02/18/23 01:19:32,34
02/18/23 01:20:32,4
02/18/23 01:21:32,5
02/18/23 01:22:32,0
02/18/23 01:23:32,0
02/18/23 01:24:32,4
02/18/23 01:25:32,11
02/18/23 01:26:32,13
02/18/23 01:27:32,22
02/18/23 01:28:32,4
02/18/23 01:29:32,30
02/18/23 01:30:32,0
02/18/23 01:31:32,-21
02/18/23 01:32:32,3
02/18/23 01:33:32,-3
02/18/23 01:34:32,-4
02/18/23 01:35:32,0
02/18/23 01:36:32,0
02/18/23 01:37:32,4
02/18/23 01:38:32,-24
02/18/23 01:39:32,0
02/18/23 01:40:32,-8
02/18/23 01:41:32,0
02/18/23 01:42:32,-4
02/18/23 01:43:32,-9
02/18/23 01:44:32,-8
02/18/23 01:45:32,-4
02/18/23 01:46:32,-41
02/18/23 01:47:32,-2
02/18/23 01:48:32,-27
02/18/23 01:49:32,-1
02/18/23 01:50:32,0
02/18/23 01:51:32,-37
02/18/23 01:52:32,-4
02/18/23 01:53:32,1
02/18/23 01:54:32,0
02/18/23 01:55:32,-2
02/18/23 01:56:32,-24
02/18/23 01:57:32,-17
02/18/23 01:58:32,-8
02/18/23 01:59:32,-34
02/18/23 02:00:32,-12
02/18/23 02:01:32,-3
02/18/23 02:02:32,0
02/18/23 02:03:32,11
02/18/23 02:04:32,-20
02/18/23 02:05:32,0
02/18/23 02:06:32,-13
02/18/23 02:07:32,30
02/18/23 02:08:32,8
02/18/23 02:09:32,0
02/18/23 02:10:32,-3
02/18/23 02:11:32,28
02/18/23 02:12:32,-15
02/18/23 02:13:32,3
02/18/23 02:14:32,0
02/18/23 02:15:32,0
02/18/23 02:16:32,0
02/18/23 02:17:32,0
02/18/23 02:18:32,0
02/18/23 02:19:32,0
02/18/23 02:20:32,0
02/18/23 02:21:32,0
02/18/23 02:22:32,0
02/18/23 02:23:32,0
02/18/23 02:24:32,0
02/18/23 02:25:32,0
02/18/23 02:26:32,0
02/18/23 02:27:32,0
02/18/23 02:28:32,0
02/18/23 02:29:32,0
02/18/23 02:30:32,0
02/18/23 02:31:32,0
02/18/23 02:32:32,0
02/18/23 02:33:32,0
02/18/23 02:34:32,0
02/18/23 02:35:32,0
02/18/23 02:36:32,6
02/18/23 02:37:32,11
02/18/23 02:38:32,-35
02/18/23 02:39:32,0
02/18/23 02:40:32,13
02/18/23 02:41:32,-23
02/18/23 02:42:32,4
02/18/23 02:43:32,0
02/18/23 02:44:32,1
02/18/23 02:45:32,0
02/18/23 02:46:32,-16
02/18/23 02:47:32,-30
02/18/23 02:48:32,-2
02/18/23 02:49:32,0
02/18/23 02:50:32,-4
02/18/23 02:51:32,-13
02/18/23 02:52:32,-9
02/18/23 02:53:32,0
02/18/23 02:54:32,4
02/18/23 02:55:32,0
02/18/23 02:56:32,-20
02/18/23 02:57:32,-4
02/18/23 02:58:32,0
02/18/23 02:59:32,-10
02/18/23 03:00:32,-13
02/18/23 03:01:32,2
02/18/23 03:02:32,0
02/18/23 03:03:32,1
02/18/23 03:04:32,-1
02/18/23 03:05:32,1
02/18/23 03:06:32,0
02/18/23 03:07:32,-1
02/18/23 03:08:32,-4
02/18/23 03:09:32,0
02/18/23 03:10:32,-10
02/18/23 03:11:32,-6
02/18/23 03:12:32,0
02/18/23 03:13:32,-26
02/18/23 03:14:32,-11
02/18/23 03:15:32,0
02/18/23 03:16:32,-1
02/18/23 03:17:32,0
02/18/23 03:18:32,-4
02/18/23 03:19:32,2
02/18/23 03:20:32,-15
02/18/23 03:21:32,-13
02/18/23 03:22:32,0
02/18/23 03:23:32,1
02/18/23 03:24:32,0
02/18/23 03:25:32,43
02/18/23 03:26:32,-3
02/18/23 03:27:32,-39
02/18/23 03:28:32,20
02/18/23 03:29:32,23
02/18/23 03:30:32,-13
02/18/23 03:31:32,0
02/18/23 03:32:32,0
02/18/23 03:33:32,0
02/18/23 03:34:32,-2
02/18/23 03:35:32,-7
02/18/23 03:36:32,0
02/18/23 03:37:32,8
02/18/23 03:38:32,-26
02/18/23 03:39:32,0
02/18/23 03:40:32,-2
02/18/23 03:41:32,17
02/18/23 03:42:32,0
02/18/23 03:43:32,8
02/18/23 03:44:32,-15
02/18/23 03:45:32,-2
02/18/23 03:46:32,26
02/18/23 03:47:32,-1
02/18/23 03:48:32,1
02/18/23 03:49:32,7
02/18/23 03:50:32,0
02/18/23 03:51:32,14
02/18/23 03:52:32,-3
02/18/23 03:53:32,17
02/18/23 03:54:32,-12
02/18/23 03:55:32,0
02/18/23 03:56:32,0
02/18/23 03:57:32,4
02/18/23 03:58:32,48
02/18/23 03:59:32,51
02/18/23 04:00:32,0
02/18/23 04:01:32,45
02/18/23 04:02:32,4
02/18/23 04:03:32,1
02/18/23 04:04:32,-2
02/18/23 04:05:32,5
02/18/23 04:06:32,0
02/18/23 04:07:32,0
02/18/23 04:08:32,-4
02/18/23 04:09:32,5
02/18/23 04:10:32,0
02/18/23 04:11:32,-4
02/18/23 04:12:33,-31
02/18/23 04:13:33,-3
02/18/23 04:14:33,-17
02/18/23 04:15:33,0
02/18/23 04:16:33,18
02/18/23 04:17:33,0
02/18/23 04:18:33,-2
02/18/23 04:19:33,-17
02/18/23 04:20:33,3
02/18/23 04:21:33,11
02/18/23 04:22:33,-43
02/18/23 04:23:33,21
02/18/23 04:24:33,16
02/18/23 04:25:33,1
02/18/23 04:26:33,26
02/18/23 04:27:33,2
02/18/23 04:28:33,-1
02/18/23 04:29:33,-8
02/18/23 04:30:33,1
02/18/23 04:31:33,3
02/18/23 04:32:33,9
02/18/23 04:33:33,-1
02/18/23 04:34:33,0
02/18/23 04:35:33,0
02/18/23 04:36:33,-2
02/18/23 04:37:33,-29
02/18/23 04:38:33,7
02/18/23 04:39:33,0
02/18/23 04:40:33,26
02/18/23 04:41:33,13
02/18/23 04:42:33,24
02/18/23 04:43:33,29
02/18/23 04:44:33,-4
02/18/23 04:45:33,0
02/18/23 04:46:33,1
02/18/23 04:47:33,39
02/18/23 04:48:33,0
02/18/23 04:49:33,0
02/18/23 04:50:33,0
02/18/23 04:51:33,-3
02/18/23 04:52:33,0
02/18/23 04:53:33,-46
02/18/23 04:54:33,-23
02/18/23 04:55:33,3
02/18/23 04:56:33,4
02/18/23 04:57:33,1
