timestamp,Infrared to Red Signal Ratio
05/08/23 00:00:08,-23
05/08/23 00:01:08,12
05/08/23 00:02:09,-13
05/08/23 00:03:09,0
05/08/23 00:04:09,32
05/08/23 00:05:09,0
05/08/23 00:06:09,58
05/08/23 00:07:09,0
05/08/23 00:08:09,6
05/08/23 00:09:09,0
05/08/23 00:10:09,3
05/08/23 00:11:09,-7
05/08/23 00:12:09,1
05/08/23 00:13:09,0
05/08/23 00:14:09,-23
05/08/23 00:15:09,26
05/08/23 00:16:09,-8
05/08/23 00:17:10,0
05/08/23 00:18:10,10
05/08/23 00:19:10,1
05/08/23 00:20:10,-2
05/08/23 00:21:10,-1
05/08/23 00:22:10,8
05/08/23 00:23:10,-24
05/08/23 00:24:10,-10
05/08/23 00:25:10,17
05/08/23 00:26:10,-8
05/08/23 00:27:10,-2
05/08/23 00:28:10,0
05/08/23 00:29:10,5
05/08/23 00:30:10,-15
05/08/23 00:31:10,3
05/08/23 00:32:10,-2
05/08/23 00:33:10,-15
05/08/23 00:34:10,17
05/08/23 00:35:10,0
05/08/23 00:36:10,-30
05/08/23 00:37:10,20
05/08/23 00:38:10,0
05/08/23 00:39:10,39
05/08/23 00:40:10,0
05/08/23 00:41:10,2
05/08/23 00:42:10,-6
05/08/23 00:43:10,0
05/08/23 00:44:10,5
05/08/23 00:45:10,25
05/08/23 00:46:10,17
05/08/23 00:47:10,-5
05/08/23 00:48:10,-1
05/08/23 00:49:10,1
05/08/23 00:50:10,-34
05/08/23 00:51:10,6
05/08/23 00:52:10,0
05/08/23 00:53:10,-1
05/08/23 00:54:10,4
05/08/23 00:55:10,0
05/08/23 00:56:10,31
05/08/23 00:57:10,17
05/08/23 00:58:10,-5
05/08/23 00:59:10,8
05/08/23 01:00:10,-26
05/08/23 01:01:10,4
05/08/23 01:02:10,6
05/08/23 01:03:10,21
05/08/23 01:04:10,47
05/08/23 01:05:10,17
05/08/23 01:06:10,0
05/08/23 01:07:10,4
05/08/23 01:08:10,2
05/08/23 01:09:10,29
05/08/23 01:10:10,30
05/08/23 01:11:10,6
05/08/23 01:12:10,4
05/08/23 01:13:10,13
05/08/23 01:14:10,2
05/08/23 01:15:10,4
05/08/23 01:16:10,24
05/08/23 01:17:10,1
05/08/23 01:18:10,0
05/08/23 01:19:10,12
05/08/23 01:20:10,0
05/08/23 01:21:10,0
05/08/23 01:22:10,0
05/08/23 01:23:10,0
05/08/23 01:24:10,0
05/08/23 01:25:10,0
05/08/23 01:26:10,0
05/08/23 01:27:10,0
05/08/23 01:28:10,0
05/08/23 01:29:10,0
05/08/23 01:30:10,0
05/08/23 01:31:10,0
05/08/23 01:32:10,0
05/08/23 01:33:10,0
05/08/23 01:34:10,0
05/08/23 01:35:10,0
05/08/23 01:36:10,0
05/08/23 01:37:10,0
05/08/23 01:38:10,-17
05/08/23 01:39:10,0
05/08/23 01:40:10,0
05/08/23 01:41:10,0
05/08/23 01:42:10,0
05/08/23 01:43:10,0
05/08/23 01:44:10,0
05/08/23 01:45:10,0
05/08/23 01:46:10,0
05/08/23 01:47:10,0
05/08/23 01:48:10,-19
05/08/23 01:49:10,0
05/08/23 01:50:10,0
05/08/23 01:51:10,0
05/08/23 01:52:10,0
05/08/23 01:53:10,0
05/08/23 01:54:10,0
05/08/23 01:55:10,-21
05/08/23 01:56:10,0
05/08/23 01:57:10,-46
05/08/23 01:58:10,0
05/08/23 01:59:10,0
05/08/23 02:00:10,30
05/08/23 02:01:10,65
05/08/23 02:02:10,14
05/08/23 02:03:10,9
05/08/23 02:04:10,-9
05/08/23 02:05:11,8
05/08/23 02:06:11,-8
05/08/23 02:07:11,0
05/08/23 02:08:11,7
05/08/23 02:09:11,-7
05/08/23 02:10:11,16
05/08/23 02:11:11,6
05/08/23 02:12:11,0
05/08/23 02:13:11,0
05/08/23 02:14:11,4
05/08/23 02:15:11,4
05/08/23 02:16:11,-12
05/08/23 02:17:11,-12
05/08/23 02:18:11,11
05/08/23 02:19:11,0
05/08/23 02:20:11,-14
05/08/23 02:21:11,0
05/08/23 02:22:11,0
05/08/23 02:23:11,8
05/08/23 02:24:11,0
05/08/23 02:25:11,0
05/08/23 02:26:11,-17
05/08/23 02:27:11,0
05/08/23 02:28:11,0
05/08/23 02:29:11,-17
05/08/23 02:30:11,0
05/08/23 02:31:11,1
05/08/23 02:32:11,9
05/08/23 02:33:11,-8
05/08/23 02:34:11,24
05/08/23 02:35:11,-15
05/08/23 02:36:11,0
05/08/23 02:37:11,-8
05/08/23 02:38:11,5
05/08/23 02:39:11,-33
05/08/23 02:40:11,6
05/08/23 02:41:11,3
05/08/23 02:42:11,-3
05/08/23 02:43:11,-1
05/08/23 02:44:11,-8
05/08/23 02:45:11,0
05/08/23 02:46:11,0
05/08/23 02:47:11,0
05/08/23 02:48:11,3
05/08/23 02:49:11,0
05/08/23 02:50:11,-14
05/08/23 02:51:11,21
05/08/23 02:52:11,27
05/08/23 02:53:11,33
05/08/23 02:54:11,-37
