timestamp,Infrared to Red Signal Ratio
12/17/23 07:34:00,0
12/17/23 07:35:00,0
12/17/23 07:36:00,-37
12/17/23 07:37:00,-4
12/17/23 07:38:00,-18
12/17/23 07:39:00,-1
12/17/23 07:40:00,8
12/17/23 07:41:00,-36
12/17/23 07:42:00,0
12/17/23 07:43:00,26
12/17/23 07:44:00,-2
12/17/23 07:45:00,21
12/17/23 07:46:00,22
12/17/23 07:47:00,0
12/17/23 07:48:00,0
12/17/23 07:49:00,2
12/17/23 07:50:01,0
12/17/23 07:51:01,-9
12/17/23 07:52:01,0
12/17/23 07:53:01,0
12/17/23 07:54:01,0
12/17/23 07:55:01,10
12/17/23 07:56:01,4
12/17/23 07:57:01,-4
12/17/23 07:58:01,-13
12/17/23 07:59:01,12
12/17/23 08:00:01,-4
12/17/23 08:01:01,3
12/17/23 08:02:01,0
12/17/23 08:03:01,-2
12/17/23 08:04:01,3
12/17/23 08:05:01,-9
12/17/23 08:06:01,-6
12/17/23 08:07:01,0
12/17/23 08:08:01,-1
12/17/23 08:09:01,-1
12/17/23 08:10:01,8
12/17/23 08:11:01,-5
12/17/23 08:12:01,0
12/17/23 08:13:01,-2
12/17/23 08:14:01,0
12/17/23 08:15:02,-7
12/17/23 08:16:02,-3
12/17/23 08:17:02,0
12/17/23 08:18:02,0
12/17/23 08:19:02,-2
12/17/23 08:20:02,0
12/17/23 08:21:02,0
12/17/23 08:22:02,5
12/17/23 08:23:02,0
12/17/23 08:24:02,-2
12/17/23 08:25:02,20
12/17/23 08:26:02,8
12/17/23 08:27:03,0
12/17/23 08:28:03,8
12/17/23 08:29:03,0
12/17/23 08:30:03,0
12/17/23 09:06:30,28
12/17/23 09:07:30,-21
12/17/23 09:08:30,0
12/17/23 09:09:30,17
12/17/23 09:10:30,-11
12/17/23 09:11:30,0
12/17/23 09:12:30,0
12/17/23 09:13:30,12
12/17/23 09:14:30,27
12/17/23 09:15:30,11
12/17/23 09:16:30,0
12/17/23 09:17:30,-21
12/17/23 09:18:30,0
12/17/23 09:19:30,-20
12/17/23 09:20:30,39
12/17/23 09:21:30,0
12/17/23 09:22:30,28
12/17/23 09:23:30,4
12/17/23 09:24:30,0
12/17/23 09:25:30,0
