timestamp,bucket_values
2022-12-14T09:30:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.016, 0.049, 0.156, 0.27, 0.318, 0.151, 0.028, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-15T10:16:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.008, 0.048, 0.192, 0.166, 0.201, 0.221, 0.124, 0.034, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-16T09:35:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.011, 0.049, 0.16, 0.233, 0.221, 0.19, 0.108, 0.022, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-17T11:08:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.005, 0.015, 0.051, 0.172, 0.325, 0.292, 0.112, 0.024, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-18T08:52:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.021, 0.106, 0.277, 0.221, 0.214, 0.111, 0.034, 0.009, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-19T10:26:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.015, 0.063, 0.171, 0.17, 0.212, 0.214, 0.118, 0.028, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-20T09:50:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.018, 0.039, 0.111, 0.155, 0.287, 0.274, 0.095, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-21T09:01:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.008, 0.02, 0.107, 0.178, 0.24, 0.243, 0.153, 0.044, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-22T08:04:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.008, 0.02, 0.052, 0.138, 0.281, 0.295, 0.167, 0.031, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-23T08:10:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.02, 0.08, 0.098, 0.185, 0.27, 0.235, 0.089, 0.013, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-24T08:46:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.008, 0.023, 0.079, 0.246, 0.193, 0.195, 0.164, 0.07, 0.016, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-30T08:36:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.036, 0.139, 0.251, 0.253, 0.182, 0.097, 0.03, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-31T09:01:30,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.029, 0.087, 0.157, 0.265, 0.299, 0.124, 0.028, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
