timestamp,bucket_values
2022-12-01T10:37:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.011, 0.049, 0.181, 0.315, 0.292, 0.122, 0.022, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-02T08:01:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.006, 0.014, 0.067, 0.235, 0.352, 0.23, 0.08, 0.011, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-02T10:56:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.006, 0.014, 0.067, 0.235, 0.352, 0.23, 0.08, 0.011, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-03T08:26:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.013, 0.046, 0.165, 0.278, 0.259, 0.167, 0.057, 0.01, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-04T03:30:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.009, 0.046, 0.113, 0.28, 0.359, 0.157, 0.031, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-04T12:43:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.025, 0.063, 0.165, 0.288, 0.269, 0.142, 0.035, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-05T10:20:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.017, 0.068, 0.186, 0.266, 0.261, 0.146, 0.042, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-06T08:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.007, 0.011, 0.033, 0.115, 0.219, 0.339, 0.211, 0.055, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-07T10:15:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.014, 0.037, 0.105, 0.199, 0.256, 0.247, 0.119, 0.019, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-08T10:17:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.008, 0.023, 0.087, 0.232, 0.28, 0.219, 0.118, 0.027, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-09T10:07:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.011, 0.031, 0.102, 0.239, 0.285, 0.217, 0.092, 0.018, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-10T10:19:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.016, 0.101, 0.191, 0.187, 0.131, 0.154, 0.143, 0.06, 0.013, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-11T08:40:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.011, 0.046, 0.116, 0.219, 0.278, 0.227, 0.084, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-11T13:32:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-12T09:49:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.025, 0.116, 0.177, 0.172, 0.298, 0.171, 0.029, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-12-13T11:16:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.017, 0.077, 0.145, 0.207, 0.287, 0.2, 0.051, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
