timestamp,mean_dba,max_dba,min_dba,events_number,snoring_events_number,snore_label,sample_duration
2023-03-16T00:00:00,34,35,32,0,0,0,30
2023-03-16T00:00:30,34,41,32,0,0,0,30
2023-03-16T00:01:00,34,41,32,1,0,0,30
2023-03-16T00:01:30,34,39,32,0,0,0,30
2023-03-16T00:02:00,35,52,32,2,0,0,30
2023-03-16T00:02:30,55,71,32,0,0,0,30
2023-03-16T00:03:00,31,39,30,1,0,0,30
2023-03-16T00:03:30,31,37,30,0,0,0,30
2023-03-16T00:04:00,31,40,30,1,0,0,30
2023-03-16T00:04:30,31,35,30,0,0,0,30
2023-03-16T00:05:00,31,40,30,0,0,0,30
2023-03-16T00:05:30,31,34,30,0,0,0,30
2023-03-16T00:06:00,31,31,30,0,0,0,30
2023-03-16T00:06:30,31,35,30,0,0,0,30
2023-03-16T00:07:00,55,68,31,2,0,0,30
2023-03-16T00:07:30,33,35,32,0,0,0,30
2023-03-16T00:08:00,33,35,32,0,0,0,30
2023-03-16T00:08:30,33,34,31,0,0,0,30
2023-03-16T00:09:00,33,34,31,0,0,0,30
2023-03-16T00:09:30,33,34,32,0,0,0,30
2023-03-16T00:10:00,33,35,32,0,0,0,30
2023-03-16T00:10:30,33,35,32,0,0,0,30
2023-03-16T00:11:00,33,34,32,0,0,0,30
2023-03-16T00:11:30,33,36,32,1,0,0,30
2023-03-16T00:12:00,33,34,31,0,0,0,30
2023-03-16T00:12:30,33,34,32,0,0,0,30
2023-03-16T00:13:00,33,34,32,0,0,0,30
2023-03-16T00:13:30,33,35,32,0,0,0,30
2023-03-16T00:14:00,33,34,32,0,0,0,30
2023-03-16T00:14:30,33,34,32,0,0,0,30
2023-03-16T00:15:00,33,40,31,0,0,0,30
2023-03-16T00:15:30,33,34,32,0,0,0,30
2023-03-16T00:16:00,33,34,31,0,0,0,30
2023-03-16T00:16:30,33,34,31,0,0,0,30
2023-03-16T00:17:00,33,46,31,1,1,0,30
2023-03-16T00:17:30,37,58,31,2,0,0,30
2023-03-16T00:18:00,33,35,32,0,0,0,30
2023-03-16T00:18:30,34,46,32,2,1,0,30
2023-03-16T00:19:00,62,81,32,3,0,0,30
2023-03-16T00:19:30,37,52,29,10,2,1,30
2023-03-16T00:20:00,32,50,29,12,0,0,30
2023-03-16T00:20:30,51,64,29,3,0,0,30
2023-03-16T00:21:00,56,72,29,1,0,0,30
2023-03-16T00:21:30,30,31,29,2,0,0,30
2023-03-16T00:22:00,30,32,29,8,0,0,30
2023-03-16T00:22:30,30,40,29,4,1,0,30
2023-03-16T00:23:00,30,30,29,0,0,0,30
2023-03-16T00:23:30,30,33,29,3,0,0,30
2023-03-16T00:24:00,30,38,29,1,0,0,30
2023-03-16T00:24:30,30,32,29,3,0,0,30
2023-03-16T00:25:00,30,31,29,3,0,0,30
2023-03-16T00:25:30,30,31,29,2,0,0,30
2023-03-16T00:26:00,30,37,29,5,0,0,30
2023-03-16T00:26:30,30,30,29,0,0,0,30
2023-03-16T00:27:00,30,31,29,2,0,0,30
2023-03-16T00:27:30,30,30,29,0,0,0,30
2023-03-16T00:28:00,30,30,29,0,0,0,30
2023-03-16T00:28:30,30,30,29,0,0,0,30
2023-03-16T00:29:00,30,31,29,0,0,0,30
2023-03-16T00:29:30,30,30,29,0,0,0,30
2023-03-16T00:30:00,30,30,29,0,0,0,30
2023-03-16T00:30:30,30,35,29,4,0,0,30
2023-03-16T00:31:00,30,33,29,2,0,0,30
2023-03-16T00:31:30,30,31,29,0,0,0,30
2023-03-16T00:32:00,30,31,29,0,0,0,30
2023-03-16T00:32:30,30,30,29,0,0,0,30
2023-03-16T00:33:00,30,32,29,0,0,0,30
2023-03-16T00:33:30,30,31,29,0,0,0,30
2023-03-16T00:34:00,30,32,29,2,0,0,30
2023-03-16T00:34:30,30,31,29,2,0,0,30
2023-03-16T00:35:00,30,39,29,2,2,1,30
2023-03-16T00:35:30,30,31,29,0,0,0,30
2023-03-16T00:36:00,30,31,29,0,0,0,30
2023-03-16T00:36:30,30,31,29,0,0,0,30
2023-03-16T00:37:00,30,31,29,0,0,0,30
2023-03-16T00:37:30,30,31,29,0,0,0,30
2023-03-16T00:38:00,30,31,30,0,0,0,30
2023-03-16T00:38:30,30,31,29,1,0,0,30
2023-03-16T00:39:00,30,31,30,0,0,0,30
2023-03-16T00:39:30,30,31,30,0,0,0,30
2023-03-16T00:40:00,30,31,30,0,0,0,30
2023-03-16T00:40:30,30,31,29,0,0,0,30
2023-03-16T00:41:00,30,31,30,0,0,0,30
2023-03-16T00:41:30,30,31,29,2,0,0,30
2023-03-16T00:42:00,30,31,29,0,0,0,30
2023-03-16T00:42:30,30,31,29,0,0,0,30
2023-03-16T00:43:00,30,31,29,5,0,0,30
2023-03-16T00:43:30,30,31,30,0,0,0,30
2023-03-16T00:44:00,30,31,29,0,0,0,30
2023-03-16T00:44:30,30,31,29,0,0,0,30
