timestamp,bucket_values
2022-11-01T10:29:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.007, 0.02, 0.107, 0.223, 0.241, 0.226, 0.123, 0.038, 0.011, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-02T10:14:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.023, 0.141, 0.216, 0.144, 0.149, 0.173, 0.11, 0.031, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-03T09:05:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.012, 0.041, 0.116, 0.26, 0.259, 0.202, 0.088, 0.018, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-04T09:44:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.021, 0.101, 0.217, 0.263, 0.231, 0.121, 0.031, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-06T09:13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.04, 0.179, 0.203, 0.166, 0.176, 0.151, 0.063, 0.015, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-07T09:07:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.016, 0.062, 0.194, 0.258, 0.229, 0.165, 0.059, 0.009, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-08T10:28:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.008, 0.032, 0.176, 0.268, 0.27, 0.182, 0.05, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-09T08:56:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.023, 0.093, 0.122, 0.154, 0.207, 0.218, 0.139, 0.032, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-10T09:30:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.007, 0.015, 0.057, 0.138, 0.192, 0.286, 0.229, 0.068, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-11T11:04:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.018, 0.04, 0.145, 0.223, 0.222, 0.219, 0.109, 0.016, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-12T09:33:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.007, 0.015, 0.058, 0.152, 0.277, 0.262, 0.181, 0.041, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-12T11:12:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.007, 0.015, 0.058, 0.152, 0.277, 0.262, 0.181, 0.041, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-14T08:32:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.008, 0.024, 0.109, 0.154, 0.212, 0.263, 0.16, 0.053, 0.012, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-15T10:09:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.015, 0.023, 0.055, 0.178, 0.259, 0.226, 0.172, 0.061, 0.009, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-17T11:26:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.01, 0.064, 0.121, 0.245, 0.262, 0.185, 0.085, 0.021, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-18T10:22:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.008, 0.081, 0.144, 0.2, 0.2, 0.184, 0.135, 0.038, 0.007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-19T07:56:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.022, 0.126, 0.184, 0.196, 0.237, 0.173, 0.048, 0.007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-20T11:38:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.01, 0.043, 0.161, 0.283, 0.25, 0.177, 0.061, 0.011, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-21T10:00:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.029, 0.099, 0.183, 0.224, 0.219, 0.179, 0.053, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-22T09:31:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.012, 0.021, 0.07, 0.182, 0.309, 0.274, 0.112, 0.016, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-23T09:13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.041, 0.136, 0.175, 0.275, 0.232, 0.109, 0.021, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-24T10:48:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.007, 0.021, 0.105, 0.177, 0.287, 0.179, 0.148, 0.063, 0.011, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-25T11:08:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.008, 0.046, 0.094, 0.195, 0.221, 0.223, 0.153, 0.048, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-26T09:55:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.016, 0.065, 0.164, 0.283, 0.253, 0.163, 0.045, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-27T11:23:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.035, 0.072, 0.104, 0.174, 0.308, 0.234, 0.058, 0.01, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-28T10:09:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.008, 0.025, 0.062, 0.125, 0.194, 0.311, 0.205, 0.054, 0.011, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-30T09:49:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.009, 0.04, 0.16, 0.123, 0.15, 0.201, 0.171, 0.098, 0.039, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
