timestamp,rmssd,coverage,low_frequency,high_frequency
2022-08-23T00:45:00,26.85,0.872,213.946,105.118
2022-08-23T00:50:00,31.611,0.809,877.652,175.21
2022-08-23T01:20:00,30.613,1.002,1166.392,151.331
2022-08-23T01:25:00,31.879,1.002,790.502,269.144
2022-08-23T01:30:00,27.465,1.002,841.846,129.969
2022-08-23T01:35:00,27.334,1.001,612.783,118.133
2022-08-23T01:40:00,25.585,1.001,920.831,142.32
2022-08-23T01:45:00,29.679,0.823,1201.441,91.314
2022-08-23T01:50:00,29.494,0.976,2913.023,136.147
2022-08-23T01:55:00,34.519,0.965,4267.453,197.157
2022-08-23T02:00:00,33.912,0.975,3924.683,157.639
2022-08-23T02:05:00,29.892,0.95,2092.534,135.061
2022-08-23T02:10:00,28.598,1.004,3858.855,136.985
2022-08-23T02:15:00,26.483,1.001,918.938,132.975
2022-08-23T02:20:00,32.513,0.728,5720.213,128.686
2022-08-23T02:25:00,27.091,0.932,2458.599,149.664
2022-08-23T02:30:00,27.342,0.866,1166.122,105.746
2022-08-23T02:35:00,30.083,0.911,4721.778,183.84
2022-08-23T02:40:00,26.391,0.98,481.815,118.485
2022-08-23T02:45:00,27.81,0.977,698.291,141.389
2022-08-23T02:50:00,27.253,1.005,283.48,198.808
2022-08-23T02:55:00,31.384,1.004,1652.939,140.236
2022-08-23T03:00:00,24.331,0.97,2744.034,87.202
2022-08-23T03:05:00,22.017,1.003,298.319,91.413
2022-08-23T03:10:00,33.496,0.966,5612.739,232.031
2022-08-23T03:15:00,32.517,0.957,3410.723,258.916
2022-08-23T03:20:00,32.311,0.961,1738.173,186.022
2022-08-23T03:25:00,16.479,0.987,149.713,41.791
2022-08-23T03:30:00,20.966,0.996,389.773,57.185
2022-08-23T03:35:00,23.085,0.944,812.773,101.932
2022-08-23T03:40:00,20.45,0.941,634.753,83.448
2022-08-23T03:45:00,21.153,0.985,334.841,55.045
2022-08-23T03:50:00,21.671,1.0,481.672,90.806
2022-08-23T03:55:00,18.718,1.003,75.61,47.892
2022-08-23T04:00:00,25.493,0.883,1154.093,126.308
2022-08-23T04:05:00,25.884,0.991,384.827,129.526
2022-08-23T04:10:00,27.343,1.003,1062.156,211.353
2022-08-23T04:15:00,27.519,0.989,1142.346,125.699
2022-08-23T04:20:00,28.735,0.964,811.741,136.938
2022-08-23T04:25:00,29.137,0.951,605.395,129.192
2022-08-23T04:30:00,29.274,1.0,581.848,172.813
2022-08-23T04:35:00,31.084,0.941,768.098,185.466
2022-08-23T04:40:00,27.53,0.993,700.563,129.624
2022-08-23T04:45:00,28.406,1.0,86.52,189.575
2022-08-23T04:50:00,31.235,1.005,526.343,241.884
2022-08-23T04:55:00,31.793,0.995,2534.712,202.019
2022-08-23T05:00:00,32.545,0.995,1104.026,187.367
2022-08-23T05:05:00,29.578,0.993,368.903,188.154
2022-08-23T05:10:00,33.976,0.914,471.948,233.656
2022-08-23T05:15:00,34.797,0.941,817.112,239.486
2022-08-23T05:20:00,34.83,0.902,1326.456,200.235
2022-08-23T05:25:00,33.398,0.945,652.944,158.44
2022-08-23T05:30:00,29.614,0.993,304.061,182.25
2022-08-23T05:35:00,27.915,0.905,200.284,111.945
2022-08-23T05:40:00,29.098,0.98,652.037,161.784
2022-08-23T05:45:00,29.323,1.001,700.701,116.226
2022-08-23T05:50:00,34.058,0.884,2233.379,290.978
2022-08-23T05:55:00,32.439,1.003,2816.087,247.428
2022-08-23T06:00:00,28.16,0.939,931.186,178.774
2022-08-23T06:05:00,23.309,1.001,366.948,104.004
2022-08-23T06:10:00,35.658,0.954,1203.366,190.976
2022-08-23T06:15:00,34.229,0.932,5746.702,173.936
2022-08-23T06:20:00,32.595,1.005,2675.217,170.337
2022-08-23T06:25:00,30.695,0.989,935.209,216.647
2022-08-23T06:30:00,24.928,0.971,1107.083,111.346
2022-08-23T06:35:00,19.877,0.982,165.223,86.94
2022-08-23T06:40:00,23.876,0.944,496.203,123.718
2022-08-23T06:45:00,25.541,0.989,1065.36,123.96
2022-08-23T06:50:00,28.057,0.941,1538.387,152.932
2022-08-23T06:55:00,26.712,0.93,1332.443,187.939
2022-08-23T07:00:00,23.529,1.0,515.199,92.785
2022-08-23T07:05:00,16.708,1.004,175.407,36.033
2022-08-23T07:10:00,21.239,0.915,423.763,94.123
2022-08-23T07:15:00,18.64,0.995,131.012,64.037
2022-08-23T07:20:00,15.099,1.0,355.715,47.546
2022-08-23T07:25:00,19.472,1.005,478.89,60.753
2022-08-23T07:30:00,23.947,1.0,228.18,99.326
2022-08-23T07:35:00,20.114,1.004,154.033,69.961
2022-08-23T07:40:00,19.688,1.003,845.108,96.487
2022-08-23T07:45:00,23.003,1.0,380.191,97.639
2022-08-23T07:50:00,33.427,0.938,1277.843,261.913
2022-08-23T07:55:00,28.353,0.923,876.834,120.996
2022-08-23T08:00:00,22.976,0.9,304.166,93.829
2022-08-23T08:05:00,30.513,0.97,439.611,140.498
2022-08-23T08:10:00,32.75,0.993,1048.075,150.878
2022-08-23T08:15:00,28.033,0.998,426.237,158.349
2022-08-23T08:20:00,35.188,1.006,609.853,198.19
2022-08-23T08:25:00,30.147,0.944,4018.811,140.629
2022-08-23T08:30:00,28.826,0.88,880.137,142.298
2022-08-23T08:35:00,32.719,0.884,2685.152,160.875
2022-08-23T08:40:00,25.803,0.972,542.489,139.991
2022-08-23T08:45:00,27.817,0.973,1065.958,155.911
2022-08-23T08:50:00,34.659,0.966,2160.567,178.229
2022-08-23T08:55:00,37.357,0.945,1738.086,330.377
2022-08-23T09:00:00,28.044,0.926,800.289,100.837
2022-08-23T09:05:00,35.646,0.999,2194.19,737.348
2022-08-23T09:10:00,25.575,0.907,1155.84,112.873
2022-08-23T09:15:00,24.085,0.795,512.746,97.163
2022-08-23T09:20:00,27.523,0.773,832.294,106.893
2022-08-23T09:25:00,27.351,1.002,865.356,147.174
2022-08-23T09:35:00,26.255,0.8,1453.154,163.104
