recorded_time,temperature,sensor_type
2022-11-07T00:00,1.0942149738042914,UNKNOWN
2022-11-07T00:01,1.0942149738042914,UNKNOWN
2022-11-07T00:02,1.3942149738042957,UNKNOWN
2022-11-07T00:03,1.3942149738042957,UNKNOWN
2022-11-07T00:04,1.5942149738042914,UNKNOWN
2022-11-07T00:05,1.5942149738042914,UNKNOWN
2022-11-07T00:06,1.5942149738042914,UNKNOWN
2022-11-07T00:07,1.7942149738042943,UNKNOWN
2022-11-07T00:08,1.99421497380429,UNKNOWN
2022-11-07T00:09,1.99421497380429,UNKNOWN
2022-11-07T00:10,1.99421497380429,UNKNOWN
2022-11-07T00:11,1.99421497380429,UNKNOWN
2022-11-07T00:12,2.2942149738042943,UNKNOWN
2022-11-07T00:13,2.2942149738042943,UNKNOWN
2022-11-07T00:14,2.2942149738042943,UNKNOWN
2022-11-07T00:15,2.49421497380429,UNKNOWN
2022-11-07T00:16,2.49421497380429,UNKNOWN
2022-11-07T00:17,2.49421497380429,UNKNOWN
2022-11-07T00:18,2.49421497380429,UNKNOWN
2022-11-07T00:19,2.49421497380429,UNKNOWN
2022-11-07T00:20,2.49421497380429,UNKNOWN
2022-11-07T00:21,2.694214973804293,UNKNOWN
2022-11-07T00:22,2.694214973804293,UNKNOWN
2022-11-07T00:23,2.694214973804293,UNKNOWN
2022-11-07T00:24,2.694214973804293,UNKNOWN
2022-11-07T00:25,2.694214973804293,UNKNOWN
2022-11-07T00:26,2.8942149738042957,UNKNOWN
2022-11-07T00:27,2.8942149738042957,UNKNOWN
2022-11-07T00:28,2.8942149738042957,UNKNOWN
2022-11-07T00:29,2.8942149738042957,UNKNOWN
2022-11-07T00:30,2.8942149738042957,UNKNOWN
2022-11-07T00:31,2.8942149738042957,UNKNOWN
2022-11-07T00:32,2.8942149738042957,UNKNOWN
2022-11-07T00:33,2.8942149738042957,UNKNOWN
2022-11-07T00:34,2.8942149738042957,UNKNOWN
2022-11-07T00:35,2.8942149738042957,UNKNOWN
2022-11-07T00:36,2.8942149738042957,UNKNOWN
2022-11-07T00:37,2.8942149738042957,UNKNOWN
2022-11-07T00:38,2.8942149738042957,UNKNOWN
2022-11-07T00:39,3.0942149738042914,UNKNOWN
2022-11-07T00:40,3.0942149738042914,UNKNOWN
2022-11-07T00:41,3.0942149738042914,UNKNOWN
2022-11-07T00:42,3.0942149738042914,UNKNOWN
2022-11-07T00:43,3.0942149738042914,UNKNOWN
2022-11-07T00:44,3.0942149738042914,UNKNOWN
2022-11-07T00:45,2.8942149738042957,UNKNOWN
2022-11-07T00:46,2.8942149738042957,UNKNOWN
2022-11-07T00:47,2.694214973804293,UNKNOWN
2022-11-07T00:48,2.49421497380429,UNKNOWN
2022-11-07T00:49,2.49421497380429,UNKNOWN
2022-11-07T00:50,2.2942149738042943,UNKNOWN
2022-11-07T00:51,2.2942149738042943,UNKNOWN
2022-11-07T00:52,2.2942149738042943,UNKNOWN
2022-11-07T00:53,1.99421497380429,UNKNOWN
2022-11-07T00:54,1.99421497380429,UNKNOWN
2022-11-07T00:55,1.99421497380429,UNKNOWN
2022-11-07T00:56,1.99421497380429,UNKNOWN
2022-11-07T00:57,1.99421497380429,UNKNOWN
2022-11-07T00:58,1.99421497380429,UNKNOWN
2022-11-07T00:59,1.99421497380429,UNKNOWN
2022-11-07T01:00,1.99421497380429,UNKNOWN
2022-11-07T01:01,1.99421497380429,UNKNOWN
2022-11-07T01:02,1.99421497380429,UNKNOWN
2022-11-07T01:03,1.99421497380429,UNKNOWN
2022-11-07T01:04,1.99421497380429,UNKNOWN
2022-11-07T01:05,1.99421497380429,UNKNOWN
2022-11-07T01:06,1.99421497380429,UNKNOWN
2022-11-07T01:07,1.99421497380429,UNKNOWN
2022-11-07T01:08,1.99421497380429,UNKNOWN
2022-11-07T01:09,1.99421497380429,UNKNOWN
2022-11-07T01:10,1.99421497380429,UNKNOWN
2022-11-07T01:11,1.7942149738042943,UNKNOWN
2022-11-07T01:12,1.7942149738042943,UNKNOWN
2022-11-07T01:13,1.7942149738042943,UNKNOWN
2022-11-07T01:14,1.5942149738042914,UNKNOWN
2022-11-07T01:15,1.3942149738042957,UNKNOWN
