recorded_time,temperature,sensor_type
2022-08-18T00:00,-2.8896835904520692,UNKNOWN
2022-08-18T00:01,-2.3896835904520692,UNKNOWN
2022-08-18T00:02,-2.18968359045207,UNKNOWN
2022-08-18T00:03,-1.989683590452067,UNKNOWN
2022-08-18T00:04,-1.7896835904520678,UNKNOWN
2022-08-18T00:05,-1.5896835904520685,UNKNOWN
2022-08-18T00:06,-1.2896835904520678,UNKNOWN
2022-08-18T00:07,-1.0896835904520685,UNKNOWN
2022-08-18T00:08,-1.0896835904520685,UNKNOWN
2022-08-18T00:09,-0.8896835904520692,UNKNOWN
2022-08-18T00:10,-0.68968359045207,UNKNOWN
2022-08-18T00:11,-0.68968359045207,UNKNOWN
2022-08-18T00:12,-0.4896835904520671,UNKNOWN
2022-08-18T00:13,-0.4896835904520671,UNKNOWN
2022-08-18T00:14,-0.2896835904520678,UNKNOWN
2022-08-18T00:15,-0.2896835904520678,UNKNOWN
2022-08-18T00:16,-0.2896835904520678,UNKNOWN
2022-08-18T00:17,-0.2896835904520678,UNKNOWN
2022-08-18T00:18,-0.2896835904520678,UNKNOWN
2022-08-18T00:19,0.010316409547932892,UNKNOWN
2022-08-18T00:20,0.010316409547932892,UNKNOWN
2022-08-18T00:21,0.21031640954792863,UNKNOWN
2022-08-18T00:22,0.21031640954792863,UNKNOWN
2022-08-18T00:23,0.21031640954792863,UNKNOWN
2022-08-18T00:24,0.21031640954792863,UNKNOWN
2022-08-18T00:25,0.21031640954792863,UNKNOWN
2022-08-18T00:26,-0.2896835904520678,UNKNOWN
2022-08-18T00:27,-0.4896835904520671,UNKNOWN
2022-08-18T00:28,-0.68968359045207,UNKNOWN
2022-08-18T00:29,-0.68968359045207,UNKNOWN
2022-08-18T00:30,-0.8896835904520692,UNKNOWN
2022-08-18T00:31,-1.2896835904520678,UNKNOWN
2022-08-18T00:32,-1.2896835904520678,UNKNOWN
2022-08-18T00:33,-1.5896835904520685,UNKNOWN
