timestamp,rmssd,coverage,low_frequency,high_frequency
2022-10-08T00:45:00,27.752,0.91,323.004,124.942
2022-10-08T00:50:00,17.686,0.982,129.2,65.044
2022-10-08T00:55:00,18.794,0.973,335.2,70.491
2022-10-08T01:00:00,20.683,0.821,160.225,47.502
2022-10-08T01:05:00,17.72,0.958,461.109,102.01
2022-10-08T01:10:00,15.861,1.0,210.881,63.715
2022-10-08T01:15:00,18.461,0.917,419.253,47.394
2022-10-08T01:20:00,15.988,1.002,240.881,70.841
2022-10-08T01:25:00,14.8,0.991,120.313,55.752
2022-10-08T01:30:00,17.126,0.995,502.624,61.485
2022-10-08T01:35:00,19.418,0.992,1145.337,105.629
2022-10-08T02:10:00,20.386,0.98,1967.436,73.296
2022-10-08T02:15:00,17.045,1.001,682.354,74.789
2022-10-08T02:20:00,17.696,0.982,842.802,70.024
2022-10-08T02:25:00,12.936,0.983,185.883,45.466
2022-10-08T02:30:00,16.765,0.992,159.942,60.847
2022-10-08T02:35:00,16.344,0.954,776.385,63.111
2022-10-08T02:40:00,17.135,1.0,173.405,61.362
2022-10-08T02:45:00,16.711,1.002,74.617,75.798
2022-10-08T02:50:00,18.832,0.937,756.507,91.451
2022-10-08T02:55:00,22.244,1.001,1401.613,97.025
2022-10-08T03:00:00,20.634,0.955,1251.87,79.671
2022-10-08T03:05:00,19.945,1.002,357.471,96.895
2022-10-08T03:10:00,22.959,0.962,2339.149,101.523
2022-10-08T03:15:00,20.861,0.983,580.654,132.048
2022-10-08T03:20:00,23.695,0.923,1574.866,122.5
2022-10-08T03:25:00,25.27,0.993,1360.011,126.289
2022-10-08T03:30:00,25.324,0.965,1198.205,129.323
2022-10-08T03:35:00,23.391,0.951,499.366,104.778
2022-10-08T03:40:00,27.275,0.901,921.146,133.473
2022-10-08T03:45:00,15.729,1.003,1227.017,58.224
2022-10-08T03:50:00,13.369,0.989,711.425,26.979
2022-10-08T03:55:00,16.862,0.995,517.362,62.17
2022-10-08T04:00:00,15.605,0.989,642.104,54.04
2022-10-08T04:05:00,20.588,0.986,550.29,104.879
2022-10-08T04:10:00,22.387,0.975,411.598,56.516
2022-10-08T04:15:00,24.366,1.004,796.11,99.415
2022-10-08T04:20:00,28.016,0.9,1635.309,129.46
2022-10-08T04:25:00,25.456,0.965,292.103,120.153
2022-10-08T04:30:00,24.296,0.986,66.898,73.002
2022-10-08T04:35:00,25.082,0.963,419.695,100.82
2022-10-08T04:40:00,27.395,0.924,719.486,151.922
2022-10-08T04:45:00,24.725,0.986,571.178,108.338
2022-10-08T04:50:00,21.84,1.006,141.061,94.567
2022-10-08T04:55:00,23.804,0.999,1197.069,115.765
2022-10-08T05:00:00,23.639,0.989,2047.663,133.295
2022-10-08T05:05:00,23.328,1.001,341.558,82.422
2022-10-08T05:10:00,27.833,0.961,616.538,126.959
2022-10-08T05:15:00,19.91,0.988,356.469,62.581
2022-10-08T05:20:00,26.776,0.939,5456.779,155.643
2022-10-08T05:25:00,27.886,0.927,707.944,158.946
2022-10-08T05:30:00,33.222,0.997,1144.696,232.363
2022-10-08T05:35:00,31.772,0.903,953.318,124.826
2022-10-08T05:40:00,20.886,0.992,357.223,94.532
2022-10-08T05:45:00,17.908,0.995,604.207,100.634
2022-10-08T05:50:00,14.322,1.003,208.848,25.582
2022-10-08T05:55:00,16.598,1.0,277.428,47.037
2022-10-08T06:00:00,19.235,0.961,754.393,56.244
2022-10-08T06:05:00,23.403,0.957,309.426,83.553
2022-10-08T06:10:00,23.061,0.942,913.75,73.558
2022-10-08T06:15:00,25.353,0.958,141.384,76.377
2022-10-08T06:20:00,21.868,0.984,390.598,60.298
2022-10-08T06:25:00,25.33,0.995,236.44,81.15
2022-10-08T06:30:00,26.817,0.965,456.06,95.227
2022-10-08T06:35:00,24.523,0.97,736.944,89.105
2022-10-08T06:40:00,24.666,0.985,1003.626,133.259
2022-10-08T06:45:00,25.481,1.005,432.22,105.427
2022-10-08T06:50:00,31.629,0.921,1010.789,212.906
2022-10-08T06:55:00,38.063,0.951,555.392,304.8
2022-10-08T07:00:00,44.017,0.844,4395.405,228.234
2022-10-08T07:05:00,31.542,1.002,3358.798,300.141
2022-10-08T07:10:00,34.534,1.0,420.021,233.927
2022-10-08T07:15:00,26.627,0.851,168.231,109.407
2022-10-08T07:20:00,32.815,0.892,600.674,251.282
