timestamp,rmssd,coverage,low_frequency,high_frequency
2022-09-04T00:05:00,25.128,0.837,367.282,85.839
2022-09-04T00:15:00,19.173,0.783,334.279,47.23
2022-09-04T00:20:00,30.175,0.816,680.398,167.418
2022-09-04T00:25:00,19.356,0.885,427.32,62.045
2022-09-04T00:30:00,14.043,0.874,180.835,35.787
2022-09-04T00:35:00,14.679,0.879,233.465,77.788
2022-09-04T00:40:00,17.575,0.724,208.595,62.668
2022-09-04T00:45:00,14.122,0.992,233.755,60.079
2022-09-04T00:50:00,12.133,0.985,164.728,37.484
2022-09-04T01:00:00,19.618,0.986,625.852,107.278
2022-09-04T01:05:00,20.336,0.972,835.997,110.368
2022-09-04T01:10:00,21.34,0.993,1102.497,148.738
2022-09-04T01:15:00,20.466,0.984,891.83,104.813
2022-09-04T01:20:00,20.031,0.951,1385.569,90.384
2022-09-04T01:25:00,19.367,0.985,1480.092,84.796
2022-09-04T01:30:00,18.493,1.003,1283.864,116.768
2022-09-04T01:35:00,14.547,0.996,958.583,50.604
2022-09-04T01:40:00,13.474,0.994,558.687,56.75
2022-09-04T01:45:00,15.449,0.914,1357.117,102.495
2022-09-04T01:50:00,15.011,0.974,757.055,54.279
2022-09-04T01:55:00,15.063,1.001,283.321,47.806
2022-09-04T02:00:00,13.227,0.999,547.051,29.19
2022-09-04T02:05:00,18.495,0.771,1410.876,80.691
2022-09-04T02:10:00,16.42,0.98,2207.116,47.198
2022-09-04T02:15:00,21.721,0.798,1802.332,87.025
2022-09-04T02:20:00,18.275,0.89,692.888,76.376
2022-09-04T02:25:00,18.08,0.909,557.931,64.44
2022-09-04T02:30:00,20.26,0.982,902.184,93.447
2022-09-04T02:35:00,20.607,0.904,1357.826,80.581
2022-09-04T02:40:00,17.614,1.004,957.294,53.621
2022-09-04T02:45:00,16.676,1.002,513.901,67.066
2022-09-04T02:50:00,16.043,0.999,362.111,68.055
2022-09-04T02:55:00,14.499,0.989,253.836,50.082
2022-09-04T03:00:00,17.174,0.894,736.253,75.121
2022-09-04T03:05:00,18.384,0.852,1545.133,54.022
2022-09-04T03:10:00,18.021,0.954,696.382,78.086
2022-09-04T03:15:00,17.941,0.932,521.531,76.111
2022-09-04T03:20:00,22.092,0.935,2042.562,89.253
2022-09-04T03:25:00,18.297,0.983,704.623,75.835
2022-09-04T03:30:00,16.65,1.002,175.397,49.425
2022-09-04T03:35:00,22.032,0.835,1282.554,83.112
2022-09-04T03:40:00,11.153,1.003,99.387,22.776
2022-09-04T03:45:00,8.789,1.003,62.079,15.12
2022-09-04T03:50:00,9.794,0.97,84.024,12.844
