timestamp,mean_dba,max_dba,min_dba,events_number,snoring_events_number,snore_label,sample_duration
2023-03-15T00:10:30,51,75,34,0,0,0,30
2023-03-15T00:11:00,35,37,34,0,0,0,30
2023-03-15T00:11:30,35,38,34,0,0,0,30
2023-03-15T00:12:00,35,45,34,1,0,0,30
2023-03-15T00:12:30,57,75,30,2,0,0,30
2023-03-15T00:18:30,50,75,30,0,0,0,30
2023-03-15T00:19:00,31,32,30,0,0,0,30
2023-03-15T00:19:30,31,33,30,0,0,0,30
2023-03-15T00:20:00,31,33,30,1,0,0,30
2023-03-15T00:20:30,31,33,30,0,0,0,30
2023-03-15T00:21:00,31,33,30,0,0,0,30
2023-03-15T00:21:30,31,40,30,0,0,0,30
2023-03-15T00:22:00,31,36,30,1,0,0,30
2023-03-15T00:22:30,31,34,30,2,2,1,30
2023-03-15T00:23:00,31,33,30,0,0,0,30
2023-03-15T00:23:30,64,80,30,2,0,0,30
2023-03-15T00:24:00,35,49,33,2,1,0,30
2023-03-15T00:24:30,34,38,33,0,0,0,30
2023-03-15T00:25:00,34,35,33,0,0,0,30
2023-03-15T00:25:30,34,35,33,0,0,0,30
2023-03-15T00:26:00,34,35,32,0,0,0,30
2023-03-15T00:26:30,34,35,33,0,0,0,30
2023-03-15T00:27:00,34,35,33,0,0,0,30
2023-03-15T00:27:30,34,35,32,0,0,0,30
2023-03-15T00:28:00,34,35,33,0,0,0,30
2023-03-15T00:28:30,34,35,32,0,0,0,30
2023-03-15T00:29:00,34,35,33,0,0,0,30
2023-03-15T00:29:30,33,34,32,0,0,0,30
2023-03-15T00:30:00,33,34,32,0,0,0,30
2023-03-15T00:30:30,34,35,33,0,0,0,30
2023-03-15T00:31:00,34,35,33,0,0,0,30
2023-03-15T00:31:30,34,35,33,0,0,0,30
2023-03-15T00:32:00,34,35,32,0,0,0,30
2023-03-15T00:32:30,34,34,32,0,0,0,30
2023-03-15T00:33:00,34,35,32,0,0,0,30
