logId,dateOfSleep,startTime,endTime,duration
42577459717,2023-08-28,2023-08-27T22:55:00.000,2023-08-28T07:48:00.000,31980000
42567694582,2023-08-27,2023-08-27T00:14:30.000,2023-08-27T09:40:30.000,33960000
42554929377,2023-08-26,2023-08-25T22:49:00.000,2023-08-26T08:23:30.000,34440000
42544560085,2023-08-25,2023-08-24T23:06:00.000,2023-08-25T07:17:00.000,29460000
42527156009,2023-08-24,2023-08-23T21:18:00.000,2023-08-24T07:40:00.000,37320000
42522789383,2023-08-23,2023-08-22T22:54:00.000,2023-08-23T07:56:00.000,32520000
42512050289,2023-08-22,2023-08-21T22:26:30.000,2023-08-22T07:57:30.000,34260000
42501140552,2023-08-21,2023-08-20T22:24:00.000,2023-08-21T07:50:00.000,33960000
42492444454,2023-08-20,2023-08-20T14:21:00.000,2023-08-20T15:39:30.000,4680000
42488517106,2023-08-20,2023-08-19T23:07:00.000,2023-08-20T08:08:30.000,32460000
42481594641,2023-08-19,2023-08-19T13:53:30.000,2023-08-19T15:46:30.000,6780000
42478753323,2023-08-19,2023-08-18T23:16:30.000,2023-08-19T09:18:00.000,36060000
42465218763,2023-08-18,2023-08-17T23:01:00.000,2023-08-18T08:06:30.000,32700000
42452581711,2023-08-17,2023-08-16T22:12:30.000,2023-08-17T07:52:30.000,34800000
43141409193,2023-10-16,2023-10-15T23:59:30.000,2023-10-16T08:42:30.000,31380000
43132445418,2023-10-15,2023-10-15T13:49:00.000,2023-10-15T16:10:30.000,8460000
43127615137,2023-10-15,2023-10-15T01:16:30.000,2023-10-15T08:43:30.000,26820000
43119236099,2023-10-14,2023-10-14T00:09:30.000,2023-10-14T09:49:30.000,34800000
43107836858,2023-10-13,2023-10-12T22:33:00.000,2023-10-13T08:10:00.000,34620000
43098272975,2023-10-12,2023-10-11T23:48:30.000,2023-10-12T08:35:00.000,31560000
43083778457,2023-10-11,2023-10-10T23:56:00.000,2023-10-11T07:58:00.000,28920000
43074324870,2023-10-10,2023-10-09T23:10:00.000,2023-10-10T07:30:30.000,30000000
43062140746,2023-10-09,2023-10-08T23:49:30.000,2023-10-09T09:34:30.000,35100000
43049265131,2023-10-08,2023-10-07T23:28:00.000,2023-10-08T08:53:00.000,33900000
43039571023,2023-10-07,2023-10-06T23:43:00.000,2023-10-07T10:23:30.000,38400000
43026058444,2023-10-06,2023-10-05T22:31:00.000,2023-10-06T08:23:30.000,35520000
42997874359,2023-10-04,2023-10-03T21:56:30.000,2023-10-04T05:56:00.000,28740000
42988333958,2023-10-03,2023-10-02T23:15:30.000,2023-10-03T07:56:30.000,31260000
42976567399,2023-10-02,2023-10-01T23:32:00.000,2023-10-02T08:04:00.000,30720000
42964126000,2023-10-01,2023-10-01T00:31:30.000,2023-10-01T08:27:30.000,28560000
42952813913,2023-09-30,2023-09-29T23:37:00.000,2023-09-30T07:35:00.000,28680000
42944713060,2023-09-29,2023-09-28T22:41:30.000,2023-09-29T08:03:00.000,33660000
42932294731,2023-09-28,2023-09-27T22:56:00.000,2023-09-28T08:29:30.000,34380000
42922012797,2023-09-27,2023-09-26T22:35:00.000,2023-09-27T08:07:30.000,34320000
42910421255,2023-09-26,2023-09-25T23:23:30.000,2023-09-26T08:13:30.000,31800000
42898393091,2023-09-25,2023-09-24T23:51:00.000,2023-09-25T07:56:00.000,29100000
42888984173,2023-09-24,2023-09-23T23:39:00.000,2023-09-24T09:34:30.000,35700000
42875870849,2023-09-23,2023-09-22T23:06:30.000,2023-09-23T08:18:30.000,33120000
42866919256,2023-09-22,2023-09-21T23:22:30.000,2023-09-22T07:58:00.000,30900000
42855831256,2023-09-21,2023-09-20T22:21:00.000,2023-09-21T08:04:30.000,34980000
42842652895,2023-09-20,2023-09-19T23:14:00.000,2023-09-20T08:33:30.000,33540000
42829986730,2023-09-19,2023-09-18T22:48:00.000,2023-09-19T08:06:30.000,33480000
42817296519,2023-09-18,2023-09-17T22:28:30.000,2023-09-18T08:43:30.000,36900000
42795250767,2023-09-16,2023-09-15T22:59:00.000,2023-09-16T08:38:30.000,34740000
43489015189,2023-11-15,2023-11-14T23:06:00.000,2023-11-15T08:59:30.000,35580000
43475784501,2023-11-14,2023-11-13T22:53:00.000,2023-11-14T08:04:30.000,33060000
43452315768,2023-11-12,2023-11-11T23:50:30.000,2023-11-12T09:37:30.000,35220000
43432535385,2023-11-10,2023-11-10T13:00:00.000,2023-11-10T16:51:30.000,13860000
43429951914,2023-11-10,2023-11-10T00:19:00.000,2023-11-10T07:36:00.000,26220000
43416552840,2023-11-09,2023-11-08T22:39:00.000,2023-11-09T06:33:00.000,28440000
43399560095,2023-11-08,2023-11-07T20:57:00.000,2023-11-08T08:21:30.000,41040000
43394139808,2023-11-07,2023-11-06T22:36:30.000,2023-11-07T06:02:30.000,26760000
43380972025,2023-11-06,2023-11-05T20:51:00.000,2023-11-06T07:36:30.000,38700000
43370840490,2023-11-05,2023-11-04T21:49:00.000,2023-11-05T03:56:30.000,22020000
43358621390,2023-11-04,2023-11-03T23:42:00.000,2023-11-04T07:04:30.000,26520000
43347746163,2023-11-03,2023-11-02T22:34:00.000,2023-11-03T07:15:00.000,31260000
43335518572,2023-11-02,2023-11-01T23:04:00.000,2023-11-02T06:30:00.000,26760000
43326878027,2023-11-01,2023-11-01T00:10:00.000,2023-11-01T08:08:30.000,28680000
43298614271,2023-10-30,2023-10-29T23:29:00.000,2023-10-30T05:26:30.000,21420000
43287514846,2023-10-29,2023-10-29T00:53:00.000,2023-10-29T08:54:00.000,28860000
43267227752,2023-10-27,2023-10-26T23:29:00.000,2023-10-27T06:01:30.000,23520000
43255457875,2023-10-26,2023-10-25T23:09:00.000,2023-10-26T04:26:30.000,19020000
43242964008,2023-10-25,2023-10-24T22:49:00.000,2023-10-25T04:01:30.000,18720000
43230474052,2023-10-24,2023-10-23T22:25:30.000,2023-10-24T06:21:00.000,28500000
43220743096,2023-10-23,2023-10-22T23:14:00.000,2023-10-23T07:52:30.000,31080000
43212904902,2023-10-22,2023-10-22T13:22:30.000,2023-10-22T15:27:30.000,7500000
43210293701,2023-10-22,2023-10-21T22:57:00.000,2023-10-22T08:50:30.000,35580000
43197144572,2023-10-21,2023-10-21T00:33:00.000,2023-10-21T07:47:30.000,26040000
43188136037,2023-10-20,2023-10-19T22:41:00.000,2023-10-20T07:54:30.000,33180000
43174993710,2023-10-19,2023-10-18T22:57:30.000,2023-10-19T05:15:00.000,22620000
43153300823,2023-10-17,2023-10-16T22:47:00.000,2023-10-17T08:10:30.000,33780000
43141409193,2023-10-16,2023-10-15T23:59:30.000,2023-10-16T08:42:30.000,31380000
43738385109,2023-12-07,2023-12-06T22:47:00.000,2023-12-07T07:26:00.000,31140000
43727150275,2023-12-06,2023-12-05T22:57:00.000,2023-12-06T06:57:30.000,28800000
43713940380,2023-12-05,2023-12-05T01:22:00.000,2023-12-05T07:56:00.000,23640000
43702826912,2023-12-04,2023-12-03T22:51:00.000,2023-12-04T07:25:30.000,30840000
43693201219,2023-12-03,2023-12-03T00:02:00.000,2023-12-03T10:02:00.000,36000000
43679200755,2023-12-02,2023-12-01T23:37:00.000,2023-12-02T07:30:30.000,28380000
43659360095,2023-11-30,2023-11-29T22:22:00.000,2023-11-30T07:15:30.000,31980000
43645548677,2023-11-29,2023-11-28T23:45:00.000,2023-11-29T07:49:00.000,29040000
43634226304,2023-11-28,2023-11-27T22:53:00.000,2023-11-28T08:07:00.000,33240000
43617572088,2023-11-27,2023-11-26T21:53:00.000,2023-11-27T04:32:30.000,23940000
43602583750,2023-11-25,2023-11-24T22:08:30.000,2023-11-25T09:44:00.000,41700000
43585307132,2023-11-24,2023-11-23T23:07:30.000,2023-11-24T08:43:30.000,34560000
43580686845,2023-11-23,2023-11-22T22:25:00.000,2023-11-23T09:10:00.000,38700000
43570047316,2023-11-22,2023-11-22T07:17:00.000,2023-11-22T08:37:30.000,4800000
43568071193,2023-11-22,2023-11-21T22:31:00.000,2023-11-22T04:07:30.000,20160000
43559804498,2023-11-21,2023-11-20T23:22:30.000,2023-11-21T08:18:30.000,32160000
43545992046,2023-11-20,2023-11-19T23:52:00.000,2023-11-20T05:23:30.000,19860000
43535819113,2023-11-19,2023-11-19T00:21:00.000,2023-11-19T08:51:30.000,30600000
43525338824,2023-11-18,2023-11-17T23:55:00.000,2023-11-18T09:17:30.000,33720000
43497030318,2023-11-16,2023-11-15T22:54:00.000,2023-11-16T06:35:00.000,27660000
43489015189,2023-11-15,2023-11-14T23:06:00.000,2023-11-15T08:59:30.000,35580000
