timestamp,mean_dba,max_dba,min_dba,events_number,snoring_events_number,snore_label,sample_duration
2023-08-21T00:00:00,31,33,30,0,0,0,30
2023-08-21T00:00:30,31,33,30,0,0,0,30
2023-08-21T00:01:00,31,33,30,0,0,0,30
2023-08-21T00:01:30,31,33,30,0,0,0,30
2023-08-21T00:02:00,31,32,30,0,0,0,30
2023-08-21T00:02:30,31,32,30,1,0,0,30
2023-08-21T00:03:00,31,32,30,0,0,0,30
2023-08-21T00:03:30,31,32,30,0,0,0,30
2023-08-21T00:04:00,31,38,31,1,0,0,30
2023-08-21T00:04:30,31,32,30,0,0,0,30
2023-08-21T00:05:00,33,52,31,0,0,0,30
2023-08-21T00:05:30,71,90,31,4,1,0,30
2023-08-21T00:06:00,55,73,31,2,0,0,30
2023-08-21T00:06:30,35,55,31,4,0,0,30
2023-08-21T00:07:00,33,47,31,3,0,0,30
2023-08-21T00:07:30,32,41,31,2,0,0,30
2023-08-21T00:08:00,32,35,31,0,0,0,30
2023-08-21T00:08:30,33,40,31,1,0,0,30
2023-08-21T00:09:00,32,42,31,0,0,0,30
2023-08-21T00:09:30,34,52,31,1,0,0,30
2023-08-21T00:10:00,32,40,31,2,0,0,30
2023-08-21T00:10:30,32,39,31,1,0,0,30
2023-08-21T00:11:00,32,33,31,0,0,0,30
2023-08-21T00:11:30,32,33,30,0,0,0,30
2023-08-21T00:12:00,32,33,31,0,0,0,30
2023-08-21T00:12:30,32,34,31,0,0,0,30
2023-08-21T00:13:00,32,33,31,1,0,0,30
2023-08-21T00:13:30,32,34,31,0,0,0,30
2023-08-21T00:14:00,32,33,31,0,0,0,30
2023-08-21T00:14:30,32,33,31,0,0,0,30
2023-08-21T00:15:00,32,44,31,1,0,0,30
2023-08-21T00:15:30,32,32,31,0,0,0,30
2023-08-21T00:16:00,32,33,31,0,0,0,30
2023-08-21T00:16:30,32,32,31,0,0,0,30
2023-08-21T00:17:00,32,32,31,0,0,0,30
2023-08-21T00:17:30,32,33,31,0,0,0,30
2023-08-21T00:18:00,32,32,31,0,0,0,30
2023-08-21T00:18:30,32,37,31,0,0,0,30
2023-08-21T00:19:00,32,33,31,1,0,0,30
2023-08-21T00:19:30,32,44,31,1,0,0,30
2023-08-21T00:20:00,32,36,31,1,0,0,30
2023-08-21T00:20:30,32,38,31,0,0,0,30
2023-08-21T00:21:00,32,38,31,1,0,0,30
2023-08-21T00:21:30,48,67,31,1,0,0,30
2023-08-21T00:22:00,65,80,29,5,1,0,30
2023-08-21T00:22:30,57,78,29,2,1,0,30
2023-08-21T00:23:00,31,40,30,1,0,0,30
2023-08-21T00:23:30,31,36,30,4,1,0,30
2023-08-21T00:24:00,31,35,30,2,0,0,30
2023-08-21T00:24:30,56,75,30,2,0,0,30
2023-08-21T00:25:00,42,60,29,1,0,0,30
2023-08-21T00:25:30,30,30,29,0,0,0,30
2023-08-21T00:26:00,30,30,29,1,0,0,30
2023-08-21T00:26:30,30,30,29,0,0,0,30
2023-08-21T00:27:00,30,31,29,5,0,0,30
2023-08-21T00:27:30,30,30,29,0,0,0,30
2023-08-21T00:28:00,30,30,29,0,0,0,30
2023-08-21T00:28:30,30,30,29,0,0,0,30
2023-08-21T00:29:00,30,30,29,0,0,0,30
2023-08-21T00:29:30,30,30,29,0,0,0,30
2023-08-21T00:30:00,30,36,29,2,2,1,30
2023-08-21T00:30:30,30,30,29,0,0,0,30
2023-08-21T00:31:00,30,30,29,0,0,0,30
2023-08-21T00:31:30,30,30,29,0,0,0,30
2023-08-21T00:32:00,36,51,29,1,0,0,30
2023-08-21T00:32:30,30,32,29,1,0,0,30
2023-08-21T00:33:00,31,42,29,3,2,1,30
2023-08-21T00:33:30,30,30,29,0,0,0,30
2023-08-21T00:34:00,30,31,29,1,0,0,30
2023-08-21T00:34:30,30,30,29,0,0,0,30
2023-08-21T00:35:00,30,30,29,0,0,0,30
2023-08-21T00:35:30,30,30,29,0,0,0,30
2023-08-21T00:36:00,30,30,29,0,0,0,30
2023-08-21T00:36:30,30,44,29,2,0,0,30
2023-08-21T00:37:00,30,31,29,0,0,0,30
2023-08-21T00:37:30,30,30,29,0,0,0,30
2023-08-21T00:38:00,30,30,29,1,0,0,30
2023-08-21T00:38:30,30,32,29,0,0,0,30
2023-08-21T00:39:00,30,30,29,0,0,0,30
2023-08-21T00:39:30,30,38,29,0,0,0,30
2023-08-21T00:40:00,30,30,29,0,0,0,30
2023-08-21T00:40:30,30,30,29,0,0,0,30
2023-08-21T00:41:00,30,33,29,3,0,0,30
2023-08-21T00:41:30,30,36,29,1,0,0,30
2023-08-21T00:42:00,30,31,29,0,0,0,30
2023-08-21T00:42:30,30,35,29,0,0,0,30
2023-08-21T00:43:00,30,34,29,4,0,0,30
2023-08-21T00:43:30,30,32,29,1,0,0,30
2023-08-21T00:44:00,30,31,29,0,0,0,30
2023-08-21T00:44:30,30,30,29,0,0,0,30
2023-08-21T00:45:00,30,31,29,0,0,0,30
2023-08-21T00:45:30,30,38,29,2,0,0,30
2023-08-21T00:46:00,30,30,29,0,0,0,30
2023-08-21T00:46:30,30,30,29,1,0,0,30
2023-08-21T00:47:00,30,33,29,1,0,0,30
2023-08-21T00:47:30,30,30,29,0,0,0,30
2023-08-21T00:48:00,30,31,29,0,0,0,30
2023-08-21T00:48:30,30,30,29,0,0,0,30
2023-08-21T00:49:00,30,30,29,0,0,0,30
2023-08-21T00:49:30,30,33,29,1,0,0,30
2023-08-21T00:50:00,30,30,29,0,0,0,30
2023-08-21T00:50:30,30,30,29,3,0,0,30
2023-08-21T00:51:00,30,35,29,4,0,0,30
2023-08-21T00:51:30,30,31,29,2,0,0,30
2023-08-21T00:52:00,30,44,29,4,0,0,30
2023-08-21T00:52:30,30,31,29,1,0,0,30
2023-08-21T00:53:00,30,31,29,7,0,0,30
2023-08-21T00:53:30,30,31,29,3,0,0,30
2023-08-21T00:54:00,30,30,29,4,0,0,30
2023-08-21T00:54:30,30,32,29,2,0,0,30
2023-08-21T00:55:00,30,31,29,6,0,0,30
2023-08-21T00:55:30,30,32,29,3,0,0,30
2023-08-21T00:56:00,30,45,29,3,0,0,30
2023-08-21T00:56:30,30,30,29,3,0,0,30
2023-08-21T00:57:00,32,53,29,6,1,0,30
2023-08-21T00:57:30,30,44,29,11,0,0,30
2023-08-21T00:58:00,30,31,29,5,0,0,30
2023-08-21T00:58:30,30,31,29,17,0,0,30
2023-08-21T00:59:00,30,35,29,9,0,0,30
2023-08-21T00:59:30,31,50,29,7,0,0,30
2023-08-21T01:00:00,30,45,29,10,0,0,30
2023-08-21T01:00:30,30,31,29,7,0,0,30
2023-08-21T01:01:00,30,30,29,5,0,0,30
2023-08-21T01:01:30,30,30,29,3,0,0,30
2023-08-21T01:02:00,30,30,29,10,0,0,30
2023-08-21T01:02:30,30,44,29,15,0,0,30
2023-08-21T01:03:00,30,31,29,4,0,0,30
2023-08-21T01:03:30,30,37,29,9,0,0,30
2023-08-21T01:04:00,30,46,29,13,0,0,30
2023-08-21T01:04:30,30,31,29,3,0,0,30
2023-08-21T01:05:00,30,45,29,10,1,0,30
2023-08-21T01:05:30,30,33,29,14,0,0,30
2023-08-21T01:06:00,30,30,29,15,0,0,30
2023-08-21T01:06:30,30,33,29,8,0,0,30
2023-08-21T01:07:00,30,32,29,4,0,0,30
2023-08-21T01:07:30,30,31,29,4,0,0,30
2023-08-21T01:08:00,54,69,29,3,1,0,30
2023-08-21T01:08:30,68,84,29,2,0,0,30
2023-08-21T01:09:00,43,57,31,0,0,0,30
2023-08-21T01:09:30,32,44,31,0,0,0,30
2023-08-21T01:10:00,32,44,31,3,0,0,30
2023-08-21T01:10:30,32,45,31,0,0,0,30
2023-08-21T01:11:00,40,64,31,1,0,0,30
2023-08-21T01:11:30,36,59,30,0,0,0,30
