timestamp,rmssd,coverage,low_frequency,high_frequency
2023-01-31T00:00:00,22.794,0.895,621.496,101.456
2023-01-31T00:05:00,29.599,0.998,1391.053,171.754
2023-01-31T00:10:00,41.452,0.922,2151.288,319.762
2023-01-31T00:15:00,37.629,1.003,2929.183,251.291
2023-01-31T00:20:00,35.136,0.969,1787.088,309.083
2023-01-31T00:25:00,38.202,0.992,2674.415,597.612
2023-01-31T00:30:00,35.948,0.988,1507.763,280.048
2023-01-31T00:35:00,29.161,1.0,671.694,237.968
2023-01-31T00:40:00,33.325,0.967,3043.856,254.397
2023-01-31T00:45:00,28.906,1.003,1600.227,242.469
2023-01-31T00:50:00,25.36,0.987,220.701,171.871
2023-01-31T00:55:00,19.523,0.983,203.487,118.339
2023-01-31T01:00:00,15.428,1.001,147.211,60.098
2023-01-31T01:05:00,19.675,0.905,942.675,107.997
2023-01-31T01:10:00,10.696,1.004,90.631,30.18
2023-01-31T01:15:00,10.296,1.001,367.728,17.286
2023-01-31T01:20:00,12.924,0.963,212.801,27.287
2023-01-31T01:25:00,13.982,0.981,905.268,41.511
2023-01-31T01:30:00,12.398,0.934,386.551,44.229
2023-01-31T01:35:00,11.961,1.003,311.133,46.045
2023-01-31T01:40:00,14.299,0.999,377.0,57.984
2023-01-31T01:45:00,12.4,1.004,226.426,18.196
2023-01-31T01:50:00,13.547,0.999,266.007,42.605
2023-01-31T01:55:00,11.443,0.924,374.394,16.95
2023-01-31T02:00:00,18.015,0.965,353.003,102.869
2023-01-31T02:05:00,27.338,0.936,988.108,168.014
2023-01-31T02:10:00,24.314,1.002,381.569,161.557
2023-01-31T02:15:00,25.349,0.991,837.669,134.79
2023-01-31T02:20:00,22.898,0.998,516.33,95.681
2023-01-31T02:25:00,21.921,1.005,166.256,111.723
2023-01-31T02:30:00,21.409,1.002,313.822,103.901
2023-01-31T02:35:00,21.28,1.0,120.277,95.826
2023-01-31T02:40:00,23.129,0.945,296.669,108.167
2023-01-31T02:45:00,22.255,0.89,860.365,80.526
2023-01-31T02:50:00,29.561,0.908,3451.084,231.333
2023-01-31T02:55:00,19.601,0.959,1100.985,75.172
2023-01-31T03:00:00,17.407,1.003,562.85,35.449
2023-01-31T03:05:00,16.274,0.991,282.673,38.459
2023-01-31T03:10:00,20.579,0.938,658.882,103.138
2023-01-31T03:15:00,19.407,0.987,478.315,80.605
2023-01-31T03:20:00,25.539,0.946,459.604,144.064
2023-01-31T03:25:00,25.248,0.914,605.487,158.623
2023-01-31T03:30:00,28.723,0.969,879.009,200.217
2023-01-31T03:35:00,31.131,0.905,1317.886,206.014
2023-01-31T03:40:00,32.356,0.889,1336.734,231.779
2023-01-31T03:45:00,30.49,0.92,1619.108,216.372
2023-01-31T03:50:00,29.21,1.006,556.898,184.169
2023-01-31T03:55:00,25.601,0.999,319.439,142.976
2023-01-31T04:00:00,25.233,1.005,162.119,113.468
2023-01-31T04:05:00,26.991,0.96,852.008,192.76
2023-01-31T04:10:00,20.596,1.005,309.075,99.392
2023-01-31T04:15:00,18.676,1.002,576.872,92.017
2023-01-31T04:20:00,17.877,1.001,296.412,88.525
2023-01-31T04:25:00,23.733,0.885,945.085,113.549
2023-01-31T04:30:00,18.122,1.003,587.442,52.899
2023-01-31T04:35:00,15.614,1.002,334.022,53.069
2023-01-31T04:40:00,14.32,1.0,162.954,26.499
2023-01-31T04:45:00,18.124,0.992,674.941,67.289
2023-01-31T04:50:00,22.415,0.96,803.257,98.906
2023-01-31T04:55:00,20.878,0.947,1022.641,68.678
2023-01-31T05:00:00,24.775,0.938,598.887,107.991
2023-01-31T05:05:00,19.259,1.0,128.349,88.918
2023-01-31T05:10:00,21.979,1.006,370.68,119.169
2023-01-31T05:15:00,27.796,0.97,668.203,139.706
2023-01-31T05:20:00,31.329,0.937,632.69,223.437
2023-01-31T05:25:00,28.679,0.992,330.122,138.698
2023-01-31T05:30:00,26.073,0.996,114.907,156.72
2023-01-31T05:35:00,28.494,0.944,1293.493,157.689
2023-01-31T05:40:00,25.32,0.981,151.309,147.404
2023-01-31T05:45:00,27.213,0.884,677.271,160.636
2023-01-31T05:50:00,28.666,0.948,1070.964,166.75
2023-01-31T05:55:00,27.477,0.998,208.509,140.809
2023-01-31T06:00:00,23.876,0.933,368.718,130.428
2023-01-31T06:05:00,26.02,0.959,2298.849,113.845
2023-01-31T06:10:00,22.028,0.977,369.461,110.709
2023-01-31T06:15:00,21.277,1.002,253.203,43.565
2023-01-31T06:20:00,20.262,1.004,145.157,55.295
2023-01-31T06:25:00,17.858,0.971,197.614,102.945
2023-01-31T06:30:00,21.173,1.003,645.025,84.581
2023-01-31T06:35:00,21.363,1.004,402.777,71.217
2023-01-31T06:40:00,23.525,0.999,452.342,117.007
2023-01-31T06:45:00,25.378,0.962,183.074,107.067
2023-01-31T06:50:00,25.661,1.006,380.57,96.77
2023-01-31T06:55:00,25.135,0.949,1140.053,100.511
2023-01-31T07:00:00,23.973,0.93,222.74,144.428
2023-01-31T07:05:00,26.602,1.002,286.181,141.86
