timestamp,rmssd,coverage,low_frequency,high_frequency
2022-10-25T00:35:00,21.648,0.786,314.038,62.32
2022-10-25T00:40:00,14.728,0.913,168.401,36.213
2022-10-25T00:45:00,15.824,0.864,407.601,74.77
2022-10-25T00:50:00,14.289,1.001,149.094,44.078
2022-10-25T00:55:00,16.18,0.924,262.0,46.271
2022-10-25T01:00:00,18.457,0.973,424.584,67.018
2022-10-25T01:05:00,18.363,1.002,339.643,82.585
2022-10-25T01:10:00,24.768,0.937,1125.407,107.274
2022-10-25T01:15:00,25.678,0.993,1685.007,161.707
2022-10-25T01:20:00,27.225,0.998,1392.348,145.478
2022-10-25T01:25:00,24.621,0.981,1061.606,131.339
2022-10-25T01:30:00,20.893,0.976,736.121,81.376
2022-10-25T01:35:00,19.18,0.985,763.27,65.675
2022-10-25T01:40:00,16.45,1.004,170.162,63.266
2022-10-25T01:45:00,17.923,0.973,739.603,56.976
2022-10-25T01:50:00,19.991,1.003,501.754,62.804
2022-10-25T01:55:00,19.367,0.992,271.216,54.004
2022-10-25T02:00:00,21.687,0.917,725.736,74.289
2022-10-25T02:05:00,18.208,0.951,1185.035,63.566
2022-10-25T02:10:00,20.068,0.903,1573.672,70.387
2022-10-25T02:15:00,21.246,0.95,1352.353,95.863
2022-10-25T02:20:00,23.464,0.926,3358.276,123.15
2022-10-25T02:25:00,15.655,0.99,896.568,52.215
2022-10-25T02:30:00,13.452,0.972,1312.947,47.874
2022-10-25T02:35:00,19.328,0.913,1833.028,45.202
2022-10-25T02:40:00,27.161,0.783,2023.582,90.654
2022-10-25T02:45:00,11.392,0.966,150.126,16.86
2022-10-25T02:50:00,11.672,0.917,560.375,36.44
2022-10-25T02:55:00,11.17,1.001,457.347,29.334
2022-10-25T03:00:00,14.519,1.003,280.834,46.634
2022-10-25T03:05:00,13.404,0.962,329.032,26.174
2022-10-25T03:10:00,11.114,0.989,397.937,22.582
2022-10-25T03:15:00,14.009,0.948,192.756,33.629
2022-10-25T03:20:00,19.157,0.939,660.823,76.55
2022-10-25T03:25:00,22.955,1.005,923.317,117.671
2022-10-25T03:30:00,26.122,0.914,1728.008,150.317
