type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2022-10-08T00:42,2022-10-08T07:28:30,405,31.68148148148148,-271.0795660036165,1385.3534101351397,0.6757638882053019,1.6231288405957316
IDT,2022-10-09T00:27,2022-10-09T08:28:30,482,32.944190871369294,240.54114285714058,1378.97031412262,0.5281230543188835,1.596900186715183
IDT,2022-10-10T23:54,2022-10-11T10:13:30,616,31.767857142857142,-334.9144902857879,1834.3540191615466,0.46489493219938766,1.532219908306662
IDT,2022-10-12T00:34,2022-10-12T10:50,610,31.76950819672131,-239.41719910727988,1165.1410413580015,0.4296586761669574,1.5526471282798684
IDT,2022-10-13T01:43:30,2022-10-13T10:01:30,492,31.24857723577236,-325.71858551373043,2686.224363717716,0.5159668955732609,1.6616479980453238
IDT,2022-10-14T01:50,2022-10-14T09:47,477,30.750943396226415,-485.46163348946175,2041.5654456819175,0.6800868450640283,1.7250379029891179
IDT,2022-10-16T00:13,2022-10-16T11:08,636,30.97751572327044,-447.722222222219,3108.7495884774253,0.7190000130918894,1.8459707886244108
IDT,2022-10-17T00:17:30,2022-10-17T10:02:30,578,31.502595155709344,-51.6981481481489,2463.1701531521976,0.6664053583338031,1.8818087264650172
IDT,2022-10-17T23:58:30,2022-10-18T10:59:30,657,32.59315068493151,598.9666666666672,1561.7586419752333,0.708915850327544,1.8677693698998838
IDT,2022-10-19T01:21:30,2022-10-19T09:32:30,409,30.16283618581907,-584.5436723055245,3637.6261731843697,0.8251190818982106,1.9597190677371925
IDT,2022-10-20T01:20:30,2022-10-20T10:18,534,31.58370786516854,0.0,784.6282584269065,0.782888299634992,1.9068461302394257
IDT,2022-10-21T01:00,2022-10-21T10:19:30,551,32.29165154264973,363.1403349979191,956.7517294052523,0.7770425114927759,1.8739949700307337
IDT,2022-10-22T01:03,2022-10-22T09:52,529,31.033081285444233,-291.28146067415946,2337.7983919328544,0.7607512912871924,1.8879909791667975
IDT,2022-10-23T00:32,2022-10-23T11:29:30,650,31.582923076923077,-0.2550561797725095,2130.080546236364,0.7309274172213069,1.8829100786254132
IDT,2022-10-24T00:02,2022-10-24T09:40,575,32.76086956521739,676.8679775280871,2114.3326243530028,0.7691955459965382,1.8942956940288864
IDT,2022-10-24T21:13,2022-10-25T09:58,581,32.6104991394148,568.1624947981691,1448.994596377248,0.7814560810708551,1.8788196789801144
IDT,2022-10-26T00:39:30,2022-10-26T08:53,493,32.4079107505071,358.1296296296314,1604.4949931412702,0.7756716541447399,1.875878734664366
IDT,2022-10-27T00:45,2022-10-27T12:13:30,689,31.727285921625544,15.779629629629198,2742.6284132238943,0.7525239538494182,1.8843980701878578
IDT,2022-10-28T23:50,2022-10-29T10:11:30,622,32.60064308681672,543.2281567489117,1290.3519457955845,0.7572527126912505,1.8610828503967796
IDT,2022-10-30T01:00,2022-10-30T10:00:30,541,32.02365988909427,149.36380105743228,1168.5947598267812,0.7389158496658224,1.8437207908092195
IDT,2022-10-31T00:33,2022-10-31T09:26:30,534,31.62565543071161,-54.2706821480424,1230.8140766681172,0.7212223129985474,1.8301994893675502
IDT,2022-11-01T00:18:30,2022-11-01T10:29:30,604,32.47185430463576,437.4667945262263,1109.3111859487835,0.7185808363098625,1.8087057025073754
